,EMA_monthly_10
2022-04-04,161.9643
2022-03-31,158.3030
2022-02-28,154.6793
2022-01-31,152.3591
2021-12-31,147.4262
2021-11-30,140.7779
2021-10-29,135.3753
2021-09-30,132.2605
2021-08-31,130.2930
2021-07-30,125.5989
2021-06-30,121.2334
2021-05-28,117.8671
2021-04-30,116.4857
2021-03-31,113.3305
2021-02-26,111.5309
2021-01-29,109.5279
2020-12-31,104.7597
2020-11-30,98.7710
2020-10-30,94.4601
2020-09-30,91.4803
2020-08-31,86.3079
2020-07-31,77.0730
2020-06-30,70.8450
2020-05-29,66.5431
2020-04-30,63.8602
2020-03-31,61.9500
2020-02-28,61.7807
2020-01-31,60.5286
2019-12-31,57.0579
2019-11-29,53.6830
2019-10-31,51.0015
2019-09-30,48.7752
2019-08-30,47.4054
2019-07-31,46.5615
2019-06-28,45.3400
2019-05-31,44.6680
2019-04-30,45.0875
2019-03-29,44.2526
2019-02-28,43.8119
2019-01-31,44.1820
2018-12-31,45.0357
2018-11-30,46.5478
2018-10-31,47.2734
2018-09-28,46.0318
2018-08-31,44.1451
2018-07-31,41.7377
2018-06-29,40.8353
2018-05-31,40.0093
2018-04-30,38.9057
2018-03-29,38.7467
2018-02-28,38.4181
2018-01-31,37.4656
2017-12-29,36.9067
2017-11-30,36.1282
2017-10-31,35.0376
2017-09-29,33.8860
2017-08-31,33.2673
2017-07-31,31.9888
2017-06-30,31.2653
2017-05-31,30.6291
2017-04-28,29.3913
2017-03-31,28.3889
2017-02-28,27.1632
2017-01-31,26.0150
2016-12-30,25.4592
2016-11-30,25.0686
2016-10-31,24.8680
2016-09-30,24.4957
2016-08-31,24.0661
2016-07-29,23.9022
2016-06-30,23.8290
2016-05-31,24.1844
2016-04-29,24.3987
2016-03-31,25.0062
2016-02-29,24.9656
2016-01-29,25.5476
2015-12-31,26.2523
2015-11-30,26.7091
2015-10-30,26.6013
2015-09-30,26.4343
2015-08-31,26.7160
2015-07-31,26.9173
2015-06-30,26.7567
2015-05-29,26.3516
2015-04-30,25.6106
2015-03-31,24.9910
2015-02-27,24.2699
2015-01-30,23.1853
2014-12-31,22.4527
2014-11-28,21.8978
2014-10-31,20.7901
2014-09-30,20.0086
2014-08-29,19.4160
2014-07-31,18.6043
2014-06-30,17.9809
2014-05-30,17.3519
2014-04-30,16.7076
2014-03-31,16.2485
2014-02-28,16.0646
2014-01-31,15.9141
2013-12-31,15.9323
2013-11-29,15.5299
2013-10-31,15.0728
2013-09-30,14.7702
2013-08-30,14.7213
2013-07-31,14.5884
2013-06-28,14.6892
2013-05-31,15.2010
2013-04-30,15.4573
2013-03-28,15.8392
2013-02-28,16.3068
2013-01-31,16.8869
2012-12-31,17.5166
2012-11-30,17.7604
2012-10-31,17.6942
2012-09-28,17.5638
