,EMA_monthly_10
2022-04-04,114.3583
2022-03-31,114.5712
2022-02-28,115.3870
2022-01-31,118.3530
2021-12-31,121.5582
2021-11-30,120.1200
2021-10-29,118.2222
2021-09-30,113.8582
2021-08-31,109.5890
2021-07-30,104.9554
2021-06-30,101.6544
2021-05-28,100.2176
2021-04-30,99.1926
2021-03-31,96.2421
2021-02-26,94.2270
2021-01-29,89.8974
2020-12-31,84.3079
2020-11-30,79.9164
2020-10-30,76.3111
2020-09-30,73.7647
2020-08-31,71.1213
2020-07-31,66.3705
2020-06-30,61.7106
2020-05-29,59.1352
2020-04-30,55.0030
2020-03-31,51.8592
2020-02-28,51.8390
2020-01-31,51.9077
2019-12-31,49.8650
2019-11-29,48.4350
2019-10-31,47.6450
2019-09-30,47.4216
2019-08-30,47.3687
2019-07-31,46.1750
2019-06-28,43.8828
2019-05-31,41.5879
2019-04-30,40.7185
2019-03-29,39.8071
2019-02-28,39.6331
2019-01-31,38.8361
2018-12-31,39.2596
2018-11-30,41.0551
2018-10-31,41.3673
2018-09-28,41.5956
2018-08-31,40.7169
2018-07-31,40.4762
2018-06-29,40.2042
2018-05-31,39.8296
2018-04-30,39.9562
2018-03-29,39.6998
2018-02-28,39.3975
2018-01-31,38.8747
2017-12-29,37.1714
2017-11-30,36.3028
2017-10-31,35.5278
2017-09-29,33.9585
2017-08-31,32.6337
2017-07-31,30.7101
2017-06-30,29.8234
2017-05-31,28.6508
2017-04-28,27.1221
2017-03-31,26.6426
2017-02-28,26.2698
2017-01-31,25.7298
2016-12-30,25.5008
2016-11-30,25.1766
2016-10-31,25.4536
2016-09-30,26.0411
2016-08-31,26.0857
2016-07-29,26.2759
2016-06-30,26.4394
2016-05-31,27.2060
2016-04-29,27.0029
2016-03-31,26.4413
2016-02-29,26.3905
2016-01-29,26.8617
2015-12-31,27.6021
2015-11-30,28.1736
2015-10-30,28.2455
2015-09-30,28.6157
2015-08-31,29.5747
2015-07-31,29.0824
2015-06-30,27.9718
2015-05-29,27.6700
