,EMA_monthly_10
2022-04-04,112.8338
2022-03-31,111.1791
2022-02-28,109.7256
2022-01-31,109.1379
2021-12-31,109.1241
2021-11-30,104.5850
2021-10-29,103.9795
2021-09-30,100.4594
2021-08-31,97.6259
2021-07-30,93.2806
2021-06-30,89.0607
2021-05-28,85.8364
2021-04-30,83.6001
2021-03-31,80.9512
2021-02-26,80.3537
2021-01-29,79.7434
2020-12-31,79.1130
2020-11-30,76.4204
2020-10-30,74.7604
2020-09-30,75.4428
2020-08-31,74.4700
2020-07-31,71.9434
2020-06-30,70.5064
2020-05-29,70.8167
2020-04-30,69.9078
2020-03-31,69.3317
2020-02-28,70.7669
2020-01-31,71.3196
2019-12-31,70.8825
2019-11-29,69.3534
2019-10-31,66.6215
2019-09-30,63.7686
2019-08-30,61.6497
2019-07-31,58.9171
2019-06-28,56.2431
2019-05-31,55.0571
2019-04-30,54.6476
2019-03-29,53.7492
2019-02-28,51.5209
2019-01-31,50.4300
2018-12-31,49.0130
2018-11-30,48.5588
2018-10-31,47.3490
2018-09-28,46.9376
2018-08-31,44.4719
2018-07-31,43.6701
2018-06-29,42.8227
2018-05-31,41.5559
2018-04-30,40.6195
2018-03-29,40.2119
2018-02-28,38.8131
2018-01-31,37.5367
2017-12-29,36.5019
2017-11-30,36.2646
2017-10-31,35.6419
2017-09-29,35.9898
2017-08-31,35.8904
2017-07-31,35.4468
2017-06-30,34.7921
2017-05-31,33.7651
2017-04-28,32.7448
2017-03-31,31.8977
2017-02-28,32.0179
2017-01-31,32.1671
2016-12-30,32.1864
2016-11-30,32.3982
2016-10-31,33.4608
2016-09-30,33.8432
2016-08-31,32.4335
2016-07-29,31.1106
2016-06-30,29.5411
2016-05-31,28.7183
2016-04-29,27.8039
2016-03-31,26.1151
2016-02-29,25.3844
2016-01-29,24.5810
2015-12-31,24.2501
2015-11-30,23.7886
2015-10-30,23.0379
2015-09-30,22.3371
2015-08-31,22.0353
2015-07-31,21.7143
2015-06-30,20.9041
2015-05-29,20.2743
2015-04-30,19.9382
2015-03-31,19.6782
2015-02-27,18.7748
2015-01-30,18.0203
2014-12-31,17.3822
2014-11-28,16.5272
2014-10-31,15.3969
2014-09-30,14.3399
2014-08-29,13.7433
2014-07-31,13.1210
2014-06-30,12.6942
2014-05-30,12.3359
2014-04-30,12.0698
2014-03-31,11.7346
2014-02-28,11.5952
2014-01-31,11.5882
2013-12-31,11.7515
2013-11-29,11.9274
2013-10-31,12.1509
2013-09-30,12.4367
2013-08-30,12.6215
2013-07-31,12.8196
2013-06-28,13.0247
2013-05-31,13.4301
2013-04-30,13.9531
2013-03-28,14.6912
2013-02-28,14.9130
2013-01-31,15.0444
2012-12-31,15.0569
2012-11-30,15.0632
2012-10-31,15.1969
2012-09-28,15.3580
2012-08-31,14.7943
2012-07-31,14.3000
2012-06-29,13.7297
2012-05-31,12.9548
2012-04-30,12.6718
2012-03-30,12.4147
2012-02-29,12.4799
2012-01-31,12.5447
2011-12-30,12.2705
2011-11-30,12.3788
2011-10-31,12.6841
2011-09-30,12.7094
2011-08-31,12.8937
2011-07-29,12.9645
2011-06-30,13.2030
2011-05-31,12.9081
2011-04-29,12.4902
2011-03-31,12.0677
2011-02-28,11.5272
2011-01-31,10.9391
2010-12-31,10.2482
2010-11-30,9.5315
2010-10-29,9.1918
2010-09-30,8.8674
2010-08-31,8.3546
2010-07-30,8.0790
2010-06-30,7.7336
2010-05-28,7.3773
2010-04-30,7.1453
2010-03-31,6.8242
2010-02-26,6.5096
2010-01-29,6.2556
2009-12-31,5.9861
2009-11-30,5.7080
2009-10-30,5.4528
2009-09-30,5.2397
2009-08-31,5.1095
2009-07-31,5.0990
2009-06-30,5.0208
2009-05-29,4.8767
2009-04-30,4.7782
2009-03-31,4.6663
2009-02-27,4.5805
2009-01-30,4.5686
2008-12-31,4.5192
2008-11-28,4.5059
2008-10-31,4.5855
2008-09-30,4.6260
2008-08-29,4.5844
2008-07-31,4.5066
2008-06-30,4.3473
2008-05-30,4.1645
2008-04-30,4.0213
2008-03-31,3.8886
2008-02-29,3.9277
2008-01-31,3.9930
2007-12-31,4.0234
2007-11-30,4.0659
2007-10-31,4.0537
2007-09-28,4.0245
2007-08-31,4.0056
2007-07-31,4.0013
2007-06-29,4.0394
2007-05-31,4.0234
2007-04-30,3.9878
2007-03-30,3.9666
2007-02-28,3.9092
2007-01-31,3.8444
2006-12-29,3.7513
2006-11-30,3.7138
2006-10-31,3.6902
2006-09-29,3.7152
2006-08-31,3.6780
2006-07-31,3.6307
2006-06-30,3.6183
2006-05-31,3.5811
2006-04-28,3.5557
2006-03-31,3.5229
2006-02-28,3.5003
2006-01-31,3.5124
2005-12-30,3.4977
2005-11-30,3.5044
2005-10-31,3.5426
2005-09-30,3.5635
2005-08-31,3.5330
2005-07-29,3.5033
2005-06-30,3.4324
2005-05-31,3.3985
2005-04-29,3.3073
2005-03-31,3.2266
2005-02-28,3.1433
2005-01-31,3.0453
2004-12-31,2.9684
2004-11-30,2.8639
2004-10-29,2.8039
2004-09-30,2.7940
2004-08-31,2.7945
2004-07-30,2.7617
2004-06-30,2.7241
2004-05-28,2.6841
2004-04-30,2.6092
2004-03-31,2.5509
2004-02-27,2.5261
2004-01-30,2.4912
2003-12-31,2.3998
2003-11-28,2.3760
2003-10-31,2.3462
2003-09-30,2.3306
2003-08-29,2.3470
2003-07-31,2.3419
2003-06-30,2.3393
2003-05-30,2.2640
2003-04-30,2.2056
2003-03-31,2.1611
2003-02-28,2.1339
2003-01-31,2.1154
2002-12-31,2.1130
2002-11-29,2.1109
2002-10-31,2.0926
2002-09-30,2.0819
2002-08-30,2.0707
2002-07-31,2.0749
2002-06-28,2.0852
2002-05-31,2.1190
