,MAMA_monthly_10
2022-04-04,7.6951
2022-03-31,7.6816
2022-02-28,7.6684
2022-01-31,7.6532
2021-12-31,7.6448
2021-11-30,7.6160
2021-10-29,7.5947
2021-09-30,7.5857
2021-08-31,7.5829
2021-07-30,7.5608
2021-06-30,7.5490
2021-05-28,7.5309
2021-04-30,7.5170
2021-03-31,7.4918
2021-02-26,7.4765
2021-01-29,7.4745
2020-12-31,7.4857
2020-11-30,7.4904
2020-10-30,7.4934
2020-09-30,7.5398
2020-08-31,7.5887
2020-07-31,7.6292
2020-06-30,7.6688
2020-05-29,7.7011
2020-04-30,7.7422
2020-03-31,7.7654
2020-02-28,7.7917
2020-01-31,7.7772
2019-12-31,7.7532
2019-11-29,7.7191
2019-10-31,7.6818
2019-09-30,7.6438
2019-08-30,7.6171
2019-07-31,7.6008
2019-06-28,7.5710
2019-05-31,7.5166
2019-04-30,7.4732
2019-03-29,7.4440
2019-02-28,7.4079
2019-01-31,7.3764
2018-12-31,7.3766
2018-11-30,7.3884
2018-10-31,7.3833
2018-09-28,7.3584
2018-08-31,7.3143
2018-07-31,7.2717
2018-06-29,7.2199
2018-05-31,7.1612
2018-04-30,7.1099
2018-03-29,7.0212
2018-02-28,6.9229
2018-01-31,6.8141
2017-12-29,6.7026
2017-11-30,6.5875
2017-10-31,6.4957
2017-09-29,6.4207
2017-08-31,6.3347
2017-07-31,6.2474
2017-06-30,6.1251
2017-05-31,6.0170
2017-04-28,5.9062
2017-03-31,5.8053
2017-02-28,5.7008
2017-01-31,5.5894
2016-12-30,5.4742
2016-11-30,5.3659
2016-10-31,5.2540
2016-09-30,5.1029
2016-08-31,4.9459
2016-07-29,4.7566
2016-06-30,4.5684
2016-05-31,4.3861
2016-04-29,4.1989
2016-03-31,3.9740
