,MAMA_monthly_10
2022-04-04,19.1457
2022-03-31,19.0619
2022-02-28,18.9793
2022-01-31,18.9956
2021-12-31,18.9976
2021-11-30,18.9830
2021-10-29,18.9819
2021-09-30,18.9703
2021-08-31,18.9693
2021-07-30,18.9455
2021-06-30,18.8996
2021-05-28,18.8435
2021-04-30,18.7620
2021-03-31,18.6953
2021-02-26,18.6328
2021-01-29,18.5977
2020-12-31,18.5630
2020-11-30,18.5425
2020-10-30,18.5687
2020-09-30,18.6221
2020-08-31,18.6694
2020-07-31,18.7063
2020-06-30,18.7525
2020-05-29,18.7949
2020-04-30,18.8478
2020-03-31,18.8931
2020-02-28,18.9603
2020-01-31,18.9730
2019-12-31,18.9643
2019-11-29,18.9564
2019-10-31,18.9559
2019-09-30,18.9500
2019-08-30,18.9333
2019-07-31,18.9212
2019-06-28,18.8893
2019-05-31,18.8625
2019-04-30,18.8375
2019-03-29,18.7857
2019-02-28,18.7510
2019-01-31,18.6952
2018-12-31,18.6437
2018-11-30,18.6137
2018-10-31,18.5474
2018-09-28,18.4950
2018-08-31,18.4266
2018-07-31,18.3727
2018-06-29,18.3438
2018-05-31,18.2474
2018-04-30,18.1601
2018-03-29,18.0605
2018-02-28,17.9568
2018-01-31,17.8474
2017-12-29,17.6943
2017-11-30,17.5487
2017-10-31,17.3988
2017-09-29,17.2473
2017-08-31,17.0557
2017-07-31,16.8850
2017-06-30,16.6792
2017-05-31,16.5093
2017-04-28,16.3393
2017-03-31,16.1475
2017-02-28,15.9523
2017-01-31,15.7286
2016-12-30,15.5350
2016-11-30,15.3305
2016-10-31,15.1141
2016-09-30,14.8817
2016-08-31,14.5739
2016-07-29,14.2654
2016-06-30,13.9515
2016-05-31,13.6506
2016-04-29,13.3345
2016-03-31,13.0284
2016-02-29,12.7148
2016-01-29,12.4200
2015-12-31,12.1406
2015-11-30,11.8714
2015-10-30,11.5989
2015-09-30,11.3190
2015-08-31,11.0616
2015-07-31,10.7953
2015-06-30,10.5019
2015-05-29,10.2362
2015-04-30,9.9684
2015-03-31,9.6982
2015-02-27,9.4284
2015-01-30,9.1526
2014-12-31,8.8876
2014-11-28,8.6103
2014-10-31,8.3544
2014-09-30,8.0922
2014-08-29,7.8124
2014-07-31,7.5080
2014-06-30,7.2097
2014-05-30,6.8898
2014-04-30,6.5699
2014-03-31,6.2573
2014-02-28,5.9603
2014-01-31,5.6401
2013-12-31,5.3572
2013-11-29,5.0425
2013-10-31,4.7466
