,MAMA_monthly_10
2022-04-04,49.4493
2022-03-31,48.3136
2022-02-28,47.1641
2022-01-31,46.1479
2021-12-31,45.2313
2021-11-30,44.3348
2021-10-29,43.6303
2021-09-30,42.9249
2021-08-31,42.2930
2021-07-30,41.5272
2021-06-30,40.7979
2021-05-28,40.1095
2021-04-30,39.4088
2021-03-31,38.7176
2021-02-26,38.0643
2021-01-29,37.4090
2020-12-31,36.7978
2020-11-30,36.1473
2020-10-30,35.5148
2020-09-30,35.0617
2020-08-31,34.5915
2020-07-31,34.0397
2020-06-30,33.4904
2020-05-29,32.9156
2020-04-30,32.3863
2020-03-31,31.9490
2020-02-28,31.5732
2020-01-31,31.1063
2019-12-31,30.6777
2019-11-29,30.1866
2019-10-31,29.6978
2019-09-30,29.2781
2019-08-30,28.8986
2019-07-31,28.6042
2019-06-28,28.2991
2019-05-31,27.9462
2019-04-30,27.5547
2019-03-29,27.1357
2019-02-28,26.7112
2019-01-31,26.2940
2018-12-31,25.8636
2018-11-30,25.3357
2018-10-31,24.7845
2018-09-28,24.3684
2018-08-31,23.8134
2018-07-31,23.2409
2018-06-29,22.6943
2018-05-31,22.1465
2018-04-30,21.5404
2018-03-29,20.9482
2018-02-28,20.3742
2018-01-31,19.6186
2017-12-29,18.8853
2017-11-30,18.2790
2017-10-31,17.6649
2017-09-29,17.0995
2017-08-31,16.5450
2017-07-31,16.0958
2017-06-30,15.6863
2017-05-31,15.2565
2017-04-28,14.8751
2017-03-31,14.4904
2017-02-28,14.1134
2017-01-31,13.7593
2016-12-30,13.4075
2016-11-30,13.0452
2016-10-31,12.6937
2016-09-30,12.3785
2016-08-31,12.0068
2016-07-29,11.6233
2016-06-30,11.2191
2016-05-31,10.8492
2016-04-29,10.4675
2016-03-31,10.0970
2016-02-29,9.7573
2016-01-29,9.4337
2015-12-31,9.1045
2015-11-30,8.7434
2015-10-30,8.3871
