,MAMA_monthly_10
2022-04-04,16.6956
2022-03-31,16.6929
2022-02-28,16.6896
2022-01-31,16.6775
2021-12-31,16.6558
2021-11-30,16.6100
2021-10-29,16.5395
2021-09-30,16.4847
2021-08-31,16.4474
2021-07-30,16.3798
2021-06-30,16.3387
2021-05-28,16.2901
2021-04-30,16.2265
2021-03-31,16.1449
2021-02-26,16.0841
2021-01-29,16.0255
2020-12-31,16.0106
2020-11-30,15.9989
2020-10-30,15.9931
2020-09-30,16.0149
2020-08-31,16.0632
2020-07-31,16.1263
2020-06-30,16.1830
2020-05-29,16.2481
2020-04-30,16.3238
2020-03-31,16.3834
2020-02-28,16.4559
2020-01-31,16.4788
2019-12-31,16.4414
2019-11-29,16.3893
2019-10-31,16.3640
2019-09-30,16.3207
2019-08-30,16.2842
2019-07-31,16.2607
2019-06-28,16.1919
2019-05-31,16.0994
2019-04-30,16.0317
2019-03-29,15.9604
2019-02-28,15.9081
2019-01-31,15.8410
2018-12-31,15.7915
2018-11-30,15.7725
2018-10-31,15.6907
2018-09-28,15.6258
2018-08-31,15.5693
2018-07-31,15.5200
2018-06-29,15.4751
2018-05-31,15.4043
2018-04-30,15.3488
2018-03-29,15.3244
2018-02-28,15.3141
2018-01-31,15.3013
2017-12-29,15.3158
2017-11-30,15.3248
2017-10-31,15.3453
2017-09-29,15.3739
2017-08-31,15.3627
2017-07-31,15.3548
2017-06-30,15.3076
2017-05-31,15.2425
2017-04-28,15.2029
2017-03-31,15.1394
2017-02-28,15.0925
2017-01-31,15.0367
2016-12-30,14.9715
2016-11-30,14.8293
2016-10-31,14.6680
2016-09-30,14.5020
2016-08-31,14.2578
2016-07-29,14.0015
2016-06-30,13.7443
2016-05-31,13.4778
2016-04-29,13.2328
2016-03-31,12.9226
2016-02-29,12.6247
2016-01-29,12.3296
2015-12-31,12.0227
2015-11-30,11.7370
2015-10-30,11.4201
2015-09-30,11.0552
2015-08-31,10.6781
2015-07-31,10.3035
2015-06-30,9.9059
2015-05-29,9.5846
2015-04-30,9.2854
2015-03-31,8.9875
2015-02-27,8.6704
2015-01-30,8.3691
2014-12-31,8.0896
2014-11-28,7.8284
2014-10-31,7.5413
2014-09-30,7.2863
2014-08-29,7.0109
2014-07-31,6.7365
2014-06-30,6.4674
2014-05-30,6.2323
2014-04-30,6.0387
2014-03-31,5.8528
2014-02-28,5.6224
2014-01-31,5.3935
2013-12-31,5.1749
2013-11-29,5.0067
2013-10-31,4.8535
2013-09-30,4.6976
2013-08-30,4.5445
2013-07-31,4.4069
2013-06-28,4.2819
2013-05-31,4.1744
2013-04-30,4.0600
2013-03-28,3.9569
2013-02-28,3.8675
2013-01-31,3.7822
2012-12-31,3.6919
2012-11-30,3.6066
2012-10-31,3.5122
2012-09-28,3.4157
2012-08-31,3.3092
2012-07-31,3.1956
2012-06-29,3.0904
2012-05-31,3.0024
2012-04-30,2.9055
2012-03-30,2.8112
2012-02-29,2.7209
2012-01-31,2.6357
2011-12-30,2.5618
2011-11-30,2.4971
2011-10-31,2.4196
2011-09-30,2.3374
2011-08-31,2.2772
2011-07-29,2.2107
2011-06-30,2.1404
2011-05-31,2.0644
2011-04-29,2.0029
2011-03-31,1.9367
2011-02-28,1.8704
2011-01-31,1.8056
2010-12-31,1.7483
2010-11-30,1.6967
2010-10-29,1.6410
2010-09-30,1.5986
2010-08-31,1.5579
2010-07-30,1.5283
2010-06-30,1.4963
2010-05-28,1.4696
2010-04-30,1.4419
2010-03-31,1.4139
2010-02-26,1.3910
2010-01-29,1.3722
2009-12-31,1.3540
2009-11-30,1.3332
2009-10-30,1.3144
2009-09-30,1.2937
2009-08-31,1.2717
2009-07-31,1.2544
2009-06-30,1.2364
2009-05-29,1.2206
2009-04-30,1.2019
2009-03-31,1.1844
2009-02-27,1.1756
2009-01-30,1.1693
2008-12-31,1.1577
2008-11-28,1.1393
2008-10-31,1.1218
2008-09-30,1.1003
2008-08-29,1.0713
