,MAMA_monthly_10
2022-04-04,213.8237
2022-03-31,211.1224
2022-02-28,208.4910
2022-01-31,206.0754
2021-12-31,203.7469
2021-11-30,200.8497
2021-10-29,198.2024
2021-09-30,195.2894
2021-08-31,192.7731
2021-07-30,189.8577
2021-06-30,186.8317
2021-05-28,183.9933
2021-04-30,181.3292
2021-03-31,178.6740
2021-02-26,176.4308
2021-01-29,174.4230
2020-12-31,172.2415
2020-11-30,169.6604
2020-10-30,167.0942
2020-09-30,165.0600
2020-08-31,162.7720
2020-07-31,160.1398
2020-06-30,157.4284
2020-05-29,155.1370
2020-04-30,152.7671
2020-03-31,150.9008
2020-02-28,149.3130
2020-01-31,147.3110
2019-12-31,144.9897
2019-11-29,142.9238
2019-10-31,140.7757
2019-09-30,138.8393
2019-08-30,136.6924
2019-07-31,134.4227
2019-06-28,132.1611
2019-05-31,129.8550
2019-04-30,127.7478
2019-03-29,125.4624
2019-02-28,123.3348
2019-01-31,121.3675
2018-12-31,119.7813
2018-11-30,118.3498
2018-10-31,116.5960
2018-09-28,114.9700
2018-08-31,113.1998
2018-07-31,111.3903
2018-06-29,109.5276
2018-05-31,107.9074
2018-04-30,106.2720
2018-03-29,104.7347
2018-02-28,103.0231
2018-01-31,101.3494
2017-12-29,99.6046
2017-11-30,98.0591
2017-10-31,96.4171
2017-09-29,94.8476
2017-08-31,93.4111
2017-07-31,92.0854
2017-06-30,90.7286
2017-05-31,89.3707
2017-04-28,88.0415
2017-03-31,86.7824
2017-02-28,85.6340
2017-01-31,84.4474
2016-12-30,83.4190
2016-11-30,82.4696
2016-10-31,81.5298
2016-09-30,80.6569
2016-08-31,79.6885
2016-07-29,78.7584
2016-06-30,77.8891
2016-05-31,77.0121
2016-04-29,76.1212
2016-03-31,75.1724
2016-02-29,74.1518
2016-01-29,73.2655
2015-12-31,72.2948
2015-11-30,71.1798
2015-10-30,70.0176
2015-09-30,68.9131
2015-08-31,68.0879
2015-07-31,67.2021
2015-06-30,66.2570
2015-05-29,65.2545
2015-04-30,64.2176
2015-03-31,63.2361
2015-02-27,62.2099
2015-01-30,61.2163
2014-12-31,60.3407
2014-11-28,59.4393
2014-10-31,58.5146
2014-09-30,57.5759
2014-08-29,56.7457
2014-07-31,55.8659
2014-06-30,55.0398
2014-05-30,54.1887
2014-04-30,53.3706
2014-03-31,52.5706
2014-02-28,51.8169
2014-01-31,51.0352
2013-12-31,50.2301
2013-11-29,49.4049
2013-10-31,48.6577
2013-09-30,47.9306
2013-08-30,47.1397
2013-07-31,46.4288
2013-06-28,45.6890
2013-05-31,44.9599
2013-04-30,44.2235
2013-03-28,43.5235
2013-02-28,42.7446
2013-01-31,41.9836
2012-12-31,41.2835
2012-11-30,40.6335
