,MAMA_monthly_10
2022-04-04,46.7025
2022-03-31,46.2740
2022-02-28,45.8506
2022-01-31,45.4940
2021-12-31,45.0566
2021-11-30,44.6000
2021-10-29,44.2314
2021-09-30,43.8329
2021-08-31,43.4617
2021-07-30,43.0037
2021-06-30,42.5852
2021-05-28,42.2221
2021-04-30,41.8460
2021-03-31,41.4224
2021-02-26,40.9909
2021-01-29,40.6309
2020-12-31,40.1891
2020-11-30,39.7524
2020-10-30,39.3074
2020-09-30,38.8602
2020-08-31,38.4445
2020-07-31,38.0092
2020-06-30,37.5277
2020-05-29,37.1067
2020-04-30,36.6773
2020-03-31,36.2779
2020-02-28,35.8983
2020-01-31,35.4411
2019-12-31,34.9227
2019-11-29,34.4689
2019-10-31,34.0385
2019-09-30,33.5934
2019-08-30,33.1275
2019-07-31,32.7121
2019-06-28,32.3324
2019-05-31,31.9498
2019-04-30,31.5813
2019-03-29,31.2343
2019-02-28,30.8905
2019-01-31,30.5587
2018-12-31,30.2273
2018-11-30,29.9328
2018-10-31,29.6097
2018-09-28,29.3297
2018-08-31,29.0636
2018-07-31,28.7904
2018-06-29,28.5299
2018-05-31,28.2860
2018-04-30,28.0535
2018-03-29,27.7947
2018-02-28,27.5452
2018-01-31,27.3150
2017-12-29,27.0281
2017-11-30,26.7375
2017-10-31,26.4333
2017-09-29,26.1456
2017-08-31,25.8745
2017-07-31,25.5822
2017-06-30,25.3064
2017-05-31,25.0286
2017-04-28,24.7359
2017-03-31,24.4678
2017-02-28,24.2024
2017-01-31,23.9353
2016-12-30,23.6985
2016-11-30,23.4602
2016-10-31,23.2543
2016-09-30,23.0169
2016-08-31,22.7846
2016-07-29,22.5556
2016-06-30,22.2858
2016-05-31,22.0013
2016-04-29,21.7535
2016-03-31,21.4969
2016-02-29,21.2217
2016-01-29,20.9778
2015-12-31,20.7394
2015-11-30,20.5214
2015-10-30,20.3058
2015-09-30,20.0881
2015-08-31,19.8709
2015-07-31,19.6831
2015-06-30,19.4730
2015-05-29,19.2962
2015-04-30,19.0861
2015-03-31,18.8812
2015-02-27,18.6600
2015-01-30,18.4265
2014-12-31,18.1630
2014-11-28,17.9135
2014-10-31,17.6879
2014-09-30,17.4704
2014-08-29,17.2912
2014-07-31,17.1006
2014-06-30,16.9239
2014-05-30,16.7186
2014-04-30,16.5261
2014-03-31,16.3201
2014-02-28,16.1259
2014-01-31,15.9380
2013-12-31,15.7565
2013-11-29,15.5841
2013-10-31,15.4231
2013-09-30,15.2464
2013-08-30,15.0806
2013-07-31,14.9183
2013-06-28,14.7278
2013-05-31,14.5538
2013-04-30,14.3808
2013-03-28,14.1809
2013-02-28,13.9932
2013-01-31,13.8185
2012-12-31,13.6507
2012-11-30,13.4936
2012-10-31,13.3375
2012-09-28,13.1783
2012-08-31,13.0255
2012-07-31,12.8753
2012-06-29,12.7098
2012-05-31,12.5505
2012-04-30,12.4103
2012-03-30,12.2657
2012-02-29,12.1170
2012-01-31,11.9759
2011-12-30,11.8438
2011-11-30,11.7008
2011-10-31,11.5688
2011-09-30,11.4359
2011-08-31,11.3082
2011-07-29,11.1717
2011-06-30,11.0408
2011-05-31,10.9002
2011-04-29,10.7576
2011-03-31,10.6131
2011-02-28,10.4741
2011-01-31,10.3378
2010-12-31,10.2099
2010-11-30,10.0881
2010-10-29,9.9706
2010-09-30,9.8524
2010-08-31,9.7450
2010-07-30,9.6409
2010-06-30,9.5453
2010-05-28,9.4652
2010-04-30,9.3809
2010-03-31,9.2852
2010-02-26,9.1895
2010-01-29,9.1068
2009-12-31,9.0271
2009-11-30,8.9434
2009-10-30,8.8702
2009-09-30,8.8051
2009-08-31,8.7346
2009-07-31,8.6633
2009-06-30,8.5979
