,MAMA_monthly_10
2017-05-30,10.7465
2017-04-28,10.7119
2017-03-31,10.6822
2017-02-28,10.6567
2017-01-31,10.6365
2016-12-30,10.6188
2016-11-30,10.5932
2016-10-31,10.5651
2016-09-30,10.5446
2016-08-31,10.5121
2016-07-29,10.4707
2016-06-30,10.4277
2016-05-31,10.3960
2016-04-29,10.3515
2016-03-31,10.3134
2016-02-29,10.2746
2016-01-29,10.2520
2015-12-31,10.2335
2015-11-30,10.2002
2015-10-30,10.1501
2015-09-30,10.1029
2015-08-31,10.0738
2015-07-31,10.0321
2015-06-30,9.9764
2015-05-29,9.9130
2015-04-30,9.8391
2015-03-31,9.7677
2015-02-27,9.7024
2015-01-30,9.6432
2014-12-31,9.5740
2014-11-28,9.5176
2014-10-31,9.4644
2014-09-30,9.4184
2014-08-29,9.3762
2014-07-31,9.3562
2014-06-30,9.3438
2014-05-30,9.3211
2014-04-30,9.3057
2014-03-31,9.2867
2014-02-28,9.2792
2014-01-31,9.2686
2013-12-31,9.2605
2013-11-29,9.2396
2013-10-31,9.2322
2013-09-30,9.2347
2013-08-30,9.2498
2013-07-31,9.2664
2013-06-28,9.2745
2013-05-31,9.2905
2013-04-30,9.3044
2013-03-28,9.3176
2013-02-28,9.3266
2013-01-31,9.3370
2012-12-31,9.3471
2012-11-30,9.3644
2012-10-31,9.3853
2012-09-28,9.4042
2012-08-31,9.4149
2012-07-31,9.4322
2012-06-29,9.4634
2012-05-31,9.4898
2012-04-30,9.5211
2012-03-30,9.5507
2012-02-29,9.5689
2012-01-31,9.5882
2011-12-30,9.6164
2011-11-30,9.6584
2011-10-31,9.6984
2011-09-30,9.7391
2011-08-31,9.7855
2011-07-29,9.8211
2011-06-30,9.8472
2011-05-31,9.8653
2011-04-29,9.8760
2011-03-31,9.8709
2011-02-28,9.8637
2011-01-31,9.8481
2010-12-31,9.8368
2010-11-30,9.8249
2010-10-29,9.8346
2010-09-30,9.8433
2010-08-31,9.8488
2010-07-30,9.8704
2010-06-30,9.8802
2010-05-28,9.9039
2010-04-30,9.9125
2010-03-31,9.8922
2010-02-26,9.8699
2010-01-29,9.8627
2009-12-31,9.8579
2009-11-30,9.8424
2009-10-30,9.8299
2009-09-30,9.8169
2009-08-31,9.7948
2009-07-31,9.7850
2009-06-30,9.7670
2009-05-29,9.7682
2009-04-30,9.7801
2009-03-31,9.7935
2009-02-27,9.8358
2009-01-30,9.8976
2008-12-31,9.9529
2008-11-28,9.9850
2008-10-31,10.0165
2008-09-30,10.0177
2008-08-29,9.9122
2008-07-31,9.7827
2008-06-30,9.6232
2008-05-30,9.4950
2008-04-30,9.3440
2008-03-31,9.1998
2008-02-29,9.0948
2008-01-31,8.9808
2007-12-31,8.8420
2007-11-30,8.6520
2007-10-31,8.4540
2007-09-28,8.2459
2007-08-31,8.0888
2007-07-31,7.9444
2007-06-29,7.7690
2007-05-31,7.6108
2007-04-30,7.4523
2007-03-30,7.3152
2007-02-28,7.2116
2007-01-31,7.1042
2006-12-29,7.0021
2006-11-30,6.8895
2006-10-31,6.7871
2006-09-29,6.6852
2006-08-31,6.5853
2006-07-31,6.5009
2006-06-30,6.4291
2006-05-31,6.3421
2006-04-28,6.2532
2006-03-31,6.1515
2006-02-28,6.0174
2006-01-31,5.8923
2005-12-30,5.7749
2005-11-30,5.6754
2005-10-31,5.5703
2005-09-30,5.4779
2005-08-31,5.4108
2005-07-29,5.3457
2005-06-30,5.2725
2005-05-31,5.1986
2005-04-29,5.1214
2005-03-31,5.0633
2005-02-28,4.9966
2005-01-31,4.9285
2004-12-31,4.8529
2004-11-30,4.7599
2004-10-29,4.6681
2004-09-30,4.5864
2004-08-31,4.5177
2004-07-30,4.4473
2004-06-30,4.3801
2004-05-28,4.2854
2004-04-30,4.1907
2004-03-31,4.1049
2004-02-27,4.0083
2004-01-30,3.9045
2003-12-31,3.8025
2003-11-28,3.7026
2003-10-31,3.6228
2003-09-30,3.5402
2003-08-29,3.4582
2003-07-31,3.3476
2003-06-30,3.2339
2003-05-30,3.1287
2003-04-30,3.0295
2003-03-31,2.9432
