,MAMA_monthly_10
2022-04-04,253.1045
2022-03-31,248.7233
2022-02-28,244.3168
2022-01-31,240.2267
2021-12-31,236.0699
2021-11-30,231.3208
2021-10-29,227.2113
2021-09-30,223.2203
2021-08-31,219.3027
2021-07-30,215.5171
2021-06-30,211.5947
2021-05-28,208.0127
2021-04-30,204.7086
2021-03-31,201.1917
2021-02-26,198.1002
2021-01-29,195.5827
2020-12-31,193.2606
2020-11-30,190.6413
2020-10-30,188.0979
2020-09-30,185.5878
2020-08-31,182.8050
2020-07-31,179.9482
2020-06-30,176.9439
2020-05-29,174.4719
2020-04-30,172.0197
2020-03-31,169.8548
2020-02-28,168.5296
2020-01-31,166.5075
2019-12-31,164.0874
2019-11-29,161.3180
2019-10-31,158.4800
2019-09-30,155.6817
2019-08-30,153.2289
2019-07-31,150.9003
2019-06-28,148.5784
2019-05-31,146.3487
2019-04-30,144.0758
2019-03-29,141.7072
2019-02-28,139.2163
2019-01-31,136.8654
2018-12-31,134.7664
2018-11-30,132.6496
2018-10-31,130.4867
2018-09-28,128.5649
2018-08-31,126.3552
2018-07-31,124.2434
2018-06-29,122.4075
2018-05-31,120.8806
2018-04-30,119.3803
2018-03-29,117.9996
2018-02-28,116.6927
2018-01-31,115.4049
2017-12-29,113.8970
2017-11-30,112.6177
2017-10-31,111.3693
2017-09-29,110.3635
2017-08-31,109.3028
2017-07-31,108.4258
2017-06-30,107.4573
2017-05-31,106.3333
2017-04-28,104.9621
2017-03-31,103.5157
2017-02-28,101.8357
2017-01-31,100.1198
2016-12-30,98.4819
2016-11-30,96.6645
2016-10-31,94.8681
2016-09-30,93.1553
2016-08-31,91.2669
2016-07-29,89.3610
2016-06-30,87.3280
2016-05-31,85.4717
2016-04-29,83.6640
2016-03-31,81.8558
2016-02-29,79.9184
2016-01-29,78.0961
2015-12-31,76.2496
2015-11-30,74.4600
2015-10-30,72.5468
2015-09-30,70.4891
2015-08-31,68.6758
2015-07-31,66.9446
2015-06-30,65.1934
2015-05-29,63.5693
2015-04-30,61.9939
2015-03-31,60.4198
2015-02-27,58.8459
2015-01-30,57.3380
2014-12-31,56.0246
2014-11-28,54.6449
2014-10-31,53.3510
2014-09-30,52.1133
2014-08-29,51.1209
2014-07-31,50.0617
2014-06-30,49.0523
2014-05-30,48.0265
2014-04-30,47.0172
2014-03-31,45.9892
2014-02-28,44.9548
2014-01-31,43.8852
2013-12-31,43.0054
2013-11-29,42.1397
2013-10-31,41.3032
2013-09-30,40.4698
2013-08-30,39.5898
2013-07-31,38.7502
2013-06-28,37.8759
2013-05-31,37.1209
2013-04-30,36.3964
2013-03-28,35.6800
2013-02-28,35.0057
2013-01-31,34.3311
2012-12-31,33.7420
2012-11-30,33.1796
2012-10-31,32.5644
2012-09-28,32.0262
2012-08-31,31.5051
2012-07-31,30.9652
2012-06-29,30.4120
2012-05-31,29.8730
2012-04-30,29.2072
2012-03-30,28.4365
2012-02-29,27.8010
2012-01-31,27.2081
2011-12-30,26.6596
2011-11-30,26.1213
2011-10-31,25.6049
2011-09-30,25.0954
2011-08-31,24.6758
2011-07-29,24.2697
2011-06-30,23.9139
2011-05-31,23.4937
2011-04-29,23.1239
2011-03-31,22.7609
2011-02-28,22.4104
2011-01-31,22.0753
2010-12-31,21.7243
2010-11-30,21.3334
2010-10-29,20.9410
2010-09-30,20.5616
2010-08-31,20.2319
2010-07-30,19.9588
2010-06-30,19.6627
2010-05-28,19.3809
2010-04-30,19.0613
2010-03-31,18.7602
2010-02-26,18.5284
2010-01-29,18.3185
2009-12-31,18.1218
2009-11-30,17.9198
2009-10-30,17.7091
2009-09-30,17.5114
2009-08-31,17.3232
2009-07-31,17.1115
2009-06-30,16.8736
2009-05-29,16.6594
2009-04-30,16.4636
2009-03-31,16.2375
2009-02-27,16.0478
2009-01-30,15.8730
2008-12-31,15.7397
2008-11-28,15.5881
2008-10-31,15.4823
2008-09-30,15.3648
2008-08-29,15.2496
2008-07-31,15.1095
2008-06-30,15.0041
2008-05-30,14.9299
2008-04-30,14.8166
2008-03-31,14.6747
2008-02-29,14.5348
2008-01-31,14.4093
2007-12-31,14.2576
2007-11-30,14.0740
2007-10-31,13.8843
2007-09-28,13.6910
2007-08-31,13.4918
2007-07-31,13.2691
2007-06-29,13.0666
2007-05-31,12.8294
2007-04-30,12.5753
2007-03-30,12.3427
2007-02-28,12.1330
2007-01-31,11.9078
2006-12-29,11.6755
2006-11-30,11.4696
2006-10-31,11.2655
2006-09-29,11.0532
2006-08-31,10.8294
2006-07-31,10.6388
2006-06-30,10.4599
2006-05-31,10.2505
2006-04-28,10.0340
2006-03-31,9.7931
2006-02-28,9.5227
2006-01-31,9.2884
2005-12-30,9.0507
2005-11-30,8.8188
2005-10-31,8.6003
2005-09-30,8.4023
2005-08-31,8.2026
2005-07-29,8.0069
2005-06-30,7.7620
2005-05-31,7.5391
2005-04-29,7.3346
2005-03-31,7.1495
2005-02-28,6.9716
2005-01-31,6.7849
2004-12-31,6.6225
2004-11-30,6.4619
2004-10-29,6.3072
2004-09-30,6.1535
2004-08-31,6.0222
2004-07-30,5.8840
2004-06-30,5.7390
2004-05-28,5.5686
2004-04-30,5.3980
2004-03-31,5.2258
2004-02-27,5.0764
2004-01-30,4.9224
2003-12-31,4.7779
2003-11-28,4.6314
2003-10-31,4.4584
2003-09-30,4.2839
2003-08-29,4.1413
2003-07-31,3.9894
2003-06-30,3.8370
2003-05-30,3.7067
2003-04-30,3.5901
2003-03-31,3.4768
2003-02-28,3.3752
2003-01-31,3.2803
2002-12-31,3.1901
2002-11-29,3.0946
2002-10-31,2.9856
2002-09-30,2.8780
2002-08-30,2.7626
