,MAMA_monthly_10
2022-04-04,144.7026
2022-03-31,142.8744
2022-02-28,140.9717
2022-01-31,139.2569
2021-12-31,137.6749
2021-11-30,135.4376
2021-10-29,133.6261
2021-09-30,131.6219
2021-08-31,129.6633
2021-07-30,127.2967
2021-06-30,125.2781
2021-05-28,123.3909
2021-04-30,121.7627
2021-03-31,119.7529
2021-02-26,117.7431
2021-01-29,115.6541
2020-12-31,113.3046
2020-11-30,111.1744
2020-10-30,109.5287
2020-09-30,108.0908
2020-08-31,106.3840
2020-07-31,104.3513
2020-06-30,102.3757
2020-05-29,100.9698
2020-04-30,99.7281
2020-03-31,98.8036
2020-02-28,98.3354
2020-01-31,97.8109
2019-12-31,96.9171
2019-11-29,96.1730
2019-10-31,95.1628
2019-09-30,94.0273
2019-08-30,93.1802
2019-07-31,92.1712
2019-06-28,90.2885
2019-05-31,88.5693
2019-04-30,86.8182
2019-03-29,84.8931
2019-02-28,82.8658
2019-01-31,80.3241
2018-12-31,77.5893
2018-11-30,75.0898
2018-10-31,72.4878
2018-09-28,69.7736
2018-08-31,65.9354
2018-07-31,62.4946
2018-06-29,59.5447
2018-05-31,56.0144
2018-04-30,52.7303
2018-03-29,50.2230
2018-02-28,47.7910
2018-01-31,45.5649
2017-12-29,43.6514
2017-11-30,42.1993
2017-10-31,40.6574
2017-09-29,39.1194
2017-08-31,37.8116
2017-07-31,36.6703
2017-06-30,35.5448
2017-05-31,34.4564
2017-04-28,33.4162
2017-03-31,32.4374
2017-02-28,31.5004
2017-01-31,30.6270
2016-12-30,29.8619
2016-11-30,29.0253
2016-10-31,28.1848
2016-09-30,27.4090
2016-08-31,26.3871
2016-07-29,25.4623
2016-06-30,24.5279
2016-05-31,23.6717
2016-04-29,22.9077
2016-03-31,22.1578
2016-02-29,21.4240
2016-01-29,20.8322
2015-12-31,20.1807
2015-11-30,19.4726
2015-10-30,18.8454
2015-09-30,18.2917
2015-08-31,17.5395
2015-07-31,16.7480
2015-06-30,16.1347
2015-05-29,15.6338
2015-04-30,15.1884
2015-03-31,14.7033
2015-02-27,14.1288
2015-01-30,13.6574
2014-12-31,13.2728
