,MAMA_monthly_10
2022-04-04,11.1916
2022-03-31,10.5128
2022-02-28,9.8817
2022-01-31,9.4507
2021-12-31,9.0575
2021-11-30,8.6191
2021-10-29,8.1001
2021-09-30,7.5522
2021-08-31,7.0784
2021-07-30,6.5552
2021-06-30,6.0652
2021-05-28,5.3370
2021-04-30,4.7353
2021-03-31,4.0690
2021-02-26,3.4082
2021-01-29,2.7642
2020-12-31,2.2903
2020-11-30,2.0452
2020-10-30,1.7836
