,MAMA_monthly_10
2022-04-04,36.5158
2022-03-31,36.1103
2022-02-28,35.7224
2022-01-31,35.2206
2021-12-31,34.6775
2021-11-30,33.9353
2021-10-29,33.2959
2021-09-30,32.7349
2021-08-31,32.2214
2021-07-30,31.5857
2021-06-30,30.9475
2021-05-28,30.3536
2021-04-30,29.7043
2021-03-31,29.0203
2021-02-26,28.4212
2021-01-29,27.9386
2020-12-31,27.4539
2020-11-30,27.0429
2020-10-30,26.5741
2020-09-30,26.1772
2020-08-31,25.6884
2020-07-31,25.2371
2020-06-30,24.8348
2020-05-29,24.5349
2020-04-30,24.2333
2020-03-31,24.0107
2020-02-28,23.9167
2020-01-31,23.6309
2019-12-31,23.2853
2019-11-29,22.9998
2019-10-31,22.6858
2019-09-30,22.3997
2019-08-30,22.1073
2019-07-31,21.8439
2019-06-28,21.6140
2019-05-31,21.4093
2019-04-30,21.2062
2019-03-29,20.9873
2019-02-28,20.7948
2019-01-31,20.6247
2018-12-31,20.4587
2018-11-30,20.3279
2018-10-31,20.1709
2018-09-28,20.0260
2018-08-31,19.8194
2018-07-31,19.5880
2018-06-29,19.3634
2018-05-31,19.1626
2018-04-30,18.9481
2018-03-29,18.7140
2018-02-28,18.4804
2018-01-31,18.2631
2017-12-29,17.9760
2017-11-30,17.6667
2017-10-31,17.3548
2017-09-29,17.1062
2017-08-31,16.8960
2017-07-31,16.7200
2017-06-30,16.5476
2017-05-31,16.3842
2017-04-28,16.2370
2017-03-31,16.0875
2017-02-28,15.9324
2017-01-31,15.7882
2016-12-30,15.6635
2016-11-30,15.5620
2016-10-31,15.4558
2016-09-30,15.3389
2016-08-31,15.2079
2016-07-29,15.0579
2016-06-30,14.8995
2016-05-31,14.7526
2016-04-29,14.6130
2016-03-31,14.4774
2016-02-29,14.3389
2016-01-29,14.2321
2015-12-31,14.1175
2015-11-30,13.9593
2015-10-30,13.7969
2015-09-30,13.6605
2015-08-31,13.5234
2015-07-31,13.3755
2015-06-30,13.2331
2015-05-29,13.1110
2015-04-30,12.9993
2015-03-31,12.8938
2015-02-27,12.7585
2015-01-30,12.6327
2014-12-31,12.5322
2014-11-28,12.4236
2014-10-31,12.3120
2014-09-30,12.2249
2014-08-29,12.1580
2014-07-31,12.0796
2014-06-30,12.0101
2014-05-30,11.9041
2014-04-30,11.8053
2014-03-31,11.7188
2014-02-28,11.6372
2014-01-31,11.5279
2013-12-31,11.4279
2013-11-29,11.3375
2013-10-31,11.2687
2013-09-30,11.2078
2013-08-30,11.1419
2013-07-31,11.0899
2013-06-28,11.0166
2013-05-31,10.9317
2013-04-30,10.8175
2013-03-28,10.6863
2013-02-28,10.5702
2013-01-31,10.4713
2012-12-31,10.3593
2012-11-30,10.2819
2012-10-31,10.2080
2012-09-28,10.1201
2012-08-31,10.0343
2012-07-31,9.9625
2012-06-29,9.9028
2012-05-31,9.8356
2012-04-30,9.7839
2012-03-30,9.7344
2012-02-29,9.6950
2012-01-31,9.6628
2011-12-30,9.6344
2011-11-30,9.6175
2011-10-31,9.6068
2011-09-30,9.6038
2011-08-31,9.6194
2011-07-29,9.6220
2011-06-30,9.6127
2011-05-31,9.6066
2011-04-29,9.5945
2011-03-31,9.5803
2011-02-28,9.5730
2011-01-31,9.5639
2010-12-31,9.5502
2010-11-30,9.5404
2010-10-29,9.5474
2010-09-30,9.5513
2010-08-31,9.5491
2010-07-30,9.5545
2010-06-30,9.5536
2010-05-28,9.5632
2010-04-30,9.5521
2010-03-31,9.5190
2010-02-26,9.5041
2010-01-29,9.4911
2009-12-31,9.4833
2009-11-30,9.4835
2009-10-30,9.4893
2009-09-30,9.4892
2009-08-31,9.4851
2009-07-31,9.4634
2009-06-30,9.4578
2009-05-29,9.4716
2009-04-30,9.4869
2009-03-31,9.4692
2009-02-27,9.4805
2009-01-30,9.5028
2008-12-31,9.5472
2008-11-28,9.5824
2008-10-31,9.6200
2008-09-30,9.6536
2008-08-29,9.6390
2008-07-31,9.6290
2008-06-30,9.6311
2008-05-30,9.6355
2008-04-30,9.6240
2008-03-31,9.5892
2008-02-29,9.5519
2008-01-31,9.5288
2007-12-31,9.4796
2007-11-30,9.4643
2007-10-31,9.4590
2007-09-28,9.4489
2007-08-31,9.4376
2007-07-31,9.4072
2007-06-29,9.3676
2007-05-31,9.2978
2007-04-30,9.1990
2007-03-30,9.1102
2007-02-28,9.0219
2007-01-31,8.9053
2006-12-29,8.7571
2006-11-30,8.6296
2006-10-31,8.4996
2006-09-29,8.3945
2006-08-31,8.2853
2006-07-31,8.1914
2006-06-30,8.1017
2006-05-31,7.9920
2006-04-28,7.8606
2006-03-31,7.6994
2006-02-28,7.5108
2006-01-31,7.3132
2005-12-30,7.0879
2005-11-30,6.8738
2005-10-31,6.6599
2005-09-30,6.4818
2005-08-31,6.2586
2005-07-29,6.0275
2005-06-30,5.7616
2005-05-31,5.5206
2005-04-29,5.3014
2005-03-31,5.1131
2005-02-28,4.9328
2005-01-31,4.7223
2004-12-31,4.5334
2004-11-30,4.3400
2004-10-29,4.1749
2004-09-30,4.0390
2004-08-31,3.8839
2004-07-30,3.7400
2004-06-30,3.6147
2004-05-28,3.4836
2004-04-30,3.3483
2004-03-31,3.2126
2004-02-27,3.0366
2004-01-30,2.8802
2003-12-31,2.7439
2003-11-28,2.6024
2003-10-31,2.4577
2003-09-30,2.3268
2003-08-29,2.2227
2003-07-31,2.1236
2003-06-30,2.0354
2003-05-30,1.9465
2003-04-30,1.8638
2003-03-31,1.7905
2003-02-28,1.7341
2003-01-31,1.6805
2002-12-31,1.6233
2002-11-29,1.5725
2002-10-31,1.5144
2002-09-30,1.4552
2002-08-30,1.3980
