,MAMA_monthly_10
2022-04-04,143.2066
2022-03-31,141.0665
2022-02-28,139.0157
2022-01-31,137.3620
2021-12-31,135.4693
2021-11-30,132.9167
2021-10-29,130.7942
2021-09-30,128.6405
2021-08-31,126.6135
2021-07-30,124.2803
2021-06-30,122.1102
2021-05-28,120.1421
2021-04-30,118.3608
2021-03-31,116.5515
2021-02-26,114.9462
2021-01-29,113.5554
2020-12-31,112.0151
2020-11-30,110.3247
2020-10-30,108.5666
2020-09-30,106.7634
2020-08-31,104.6613
2020-07-31,102.6619
2020-06-30,100.5924
2020-05-29,98.6379
2020-04-30,96.5020
2020-03-31,94.5903
2020-02-28,92.8579
2020-01-31,91.1613
2019-12-31,89.6019
2019-11-29,88.1119
2019-10-31,86.6517
2019-09-30,85.1390
2019-08-30,83.6060
2019-07-31,81.8463
2019-06-28,80.2412
2019-05-31,78.8236
2019-04-30,77.4753
2019-03-29,76.2391
2019-02-28,75.0307
2019-01-31,73.9993
2018-12-31,72.9380
2018-11-30,72.0705
2018-10-31,71.1059
2018-09-28,70.2171
2018-08-31,69.3346
2018-07-31,68.4967
2018-06-29,67.6205
2018-05-31,66.6672
2018-04-30,65.7743
2018-03-29,64.8509
2018-02-28,63.8122
2018-01-31,62.8983
2017-12-29,61.8045
2017-11-30,60.8100
2017-10-31,59.7421
2017-09-29,58.7880
2017-08-31,57.9543
2017-07-31,57.0181
2017-06-30,56.2310
2017-05-31,55.4623
2017-04-28,54.6532
2017-03-31,53.9518
2017-02-28,53.3040
2017-01-31,52.6952
2016-12-30,52.1844
2016-11-30,51.6883
2016-10-31,51.2297
2016-09-30,50.6247
2016-08-31,50.0246
2016-07-29,49.3987
2016-06-30,48.7581
2016-05-31,48.1810
2016-04-29,47.6827
2016-03-31,47.1433
2016-02-29,46.6268
2016-01-29,46.1575
2015-12-31,45.6399
2015-11-30,45.0598
2015-10-30,44.4728
2015-09-30,43.7426
2015-08-31,43.1479
2015-07-31,42.4124
2015-06-30,41.6446
2015-05-29,40.9259
2015-04-30,40.2313
2015-03-31,39.4900
2015-02-27,38.7285
2015-01-30,37.8839
2014-12-31,37.1101
2014-11-28,36.3874
2014-10-31,35.5493
2014-09-30,34.7953
2014-08-29,34.0478
2014-07-31,33.2988
2014-06-30,32.5755
2014-05-30,31.8908
2014-04-30,31.2072
2014-03-31,30.6329
2014-02-28,30.0410
2014-01-31,29.4013
2013-12-31,28.7792
2013-11-29,28.1797
2013-10-31,27.6203
2013-09-30,27.0333
2013-08-30,26.5091
2013-07-31,26.0336
2013-06-28,25.5624
2013-05-31,25.0861
2013-04-30,24.5936
2013-03-28,24.0593
2013-02-28,23.5889
2013-01-31,23.1224
2012-12-31,22.6657
2012-11-30,22.1913
2012-10-31,21.7335
2012-09-28,21.2954
2012-08-31,20.8872
2012-07-31,20.5058
2012-06-29,20.1277
2012-05-31,19.7657
2012-04-30,19.4505
2012-03-30,19.1140
2012-02-29,18.8035
2012-01-31,18.5284
2011-12-30,18.2625
2011-11-30,18.0213
2011-10-31,17.7981
2011-09-30,17.6005
2011-08-31,17.4366
2011-07-29,17.2382
2011-06-30,17.0341
2011-05-31,16.8277
2011-04-29,16.6083
2011-03-31,16.3933
2011-02-28,16.1657
2011-01-31,15.9119
2010-12-31,15.6683
2010-11-30,15.4209
2010-10-29,15.1887
2010-09-30,14.9531
2010-08-31,14.7048
2010-07-30,14.4985
2010-06-30,14.2865
2010-05-28,14.0938
2010-04-30,13.9088
2010-03-31,13.6991
2010-02-26,13.4801
2010-01-29,13.2658
2009-12-31,13.0719
2009-11-30,12.8654
2009-10-30,12.6779
2009-09-30,12.5264
2009-08-31,12.3851
2009-07-31,12.2713
2009-06-30,12.1367
2009-05-29,12.0161
2009-04-30,11.8841
2009-03-31,11.7544
2009-02-27,11.6423
2009-01-30,11.5540
2008-12-31,11.4735
2008-11-28,11.4276
2008-10-31,11.3866
2008-09-30,11.2936
2008-08-29,11.1513
2008-07-31,10.9178
2008-06-30,10.6526
2008-05-30,10.4034
2008-04-30,10.1397
2008-03-31,9.9216
2008-02-29,9.7262
2008-01-31,9.5168
2007-12-31,9.3195
2007-11-30,9.0783
2007-10-31,8.7990
2007-09-28,8.5351
2007-08-31,8.2717
2007-07-31,8.0325
2007-06-29,7.7835
2007-05-31,7.5292
2007-04-30,7.2869
2007-03-30,7.0690
2007-02-28,6.8476
2007-01-31,6.6495
2006-12-29,6.4222
2006-11-30,6.2146
2006-10-31,5.9962
2006-09-29,5.7921
2006-08-31,5.6095
2006-07-31,5.4111
2006-06-30,5.2291
2006-05-31,5.0229
2006-04-28,4.8468
2006-03-31,4.6469
2006-02-28,4.4618
2006-01-31,4.2840
2005-12-30,4.1108
2005-11-30,3.9749
2005-10-31,3.8324
2005-09-30,3.7247
2005-08-31,3.6094
2005-07-29,3.4967
2005-06-30,3.3677
2005-05-31,3.2679
2005-04-29,3.1895
2005-03-31,3.1377
2005-02-28,3.0788
2005-01-31,3.0237
2004-12-31,2.9694
2004-11-30,2.9075
2004-10-29,2.8417
2004-09-30,2.7875
2004-08-31,2.7463
2004-07-30,2.7225
2004-06-30,2.7001
2004-05-28,2.6833
2004-04-30,2.6722
2004-03-31,2.6598
2004-02-27,2.6482
2004-01-30,2.6309
2003-12-31,2.6134
2003-11-28,2.6025
2003-10-31,2.5946
2003-09-30,2.5805
2003-08-29,2.5754
2003-07-31,2.5682
2003-06-30,2.5559
2003-05-30,2.5519
2003-04-30,2.5474
2003-03-31,2.5566
2003-02-28,2.5693
2003-01-31,2.5889
2002-12-31,2.6095
2002-11-29,2.6318
2002-10-31,2.6509
2002-09-30,2.6740
2002-08-30,2.6902
