,MAMA_monthly_10
2022-04-04,24.9930
2022-03-31,24.7986
2022-02-28,24.6206
2022-01-31,24.3506
2021-12-31,24.1359
2021-11-30,23.8560
2021-10-29,23.5794
2021-09-30,23.0944
2021-08-31,22.5957
2021-07-30,22.0048
2021-06-30,21.5364
2021-05-28,20.9813
2021-04-30,20.3652
2021-03-31,19.6707
2021-02-26,18.8104
2021-01-29,17.8309
2020-12-31,16.9634
2020-11-30,16.2623
2020-10-30,15.7195
2020-09-30,15.3330
2020-08-31,14.7536
2020-07-31,14.3864
2020-06-30,14.1898
2020-05-29,14.0247
2020-04-30,13.8349
2020-03-31,13.7947
2020-02-28,13.8062
2020-01-31,13.6470
2019-12-31,13.4835
2019-11-29,13.3615
2019-10-31,13.2639
2019-09-30,13.1825
2019-08-30,13.1275
2019-07-31,13.0665
2019-06-28,13.0013
2019-05-31,12.9380
2019-04-30,12.8783
2019-03-29,12.7895
2019-02-28,12.7157
2019-01-31,12.5931
2018-12-31,12.4755
2018-11-30,12.4113
2018-10-31,12.3133
2018-09-28,12.1924
2018-08-31,11.9831
2018-07-31,11.7560
2018-06-29,11.5510
2018-05-31,11.3284
2018-04-30,11.0986
2018-03-29,10.9046
2018-02-28,10.7494
2018-01-31,10.5892
2017-12-29,10.3739
2017-11-30,10.1622
2017-10-31,9.9743
2017-09-29,9.8116
2017-08-31,9.6744
2017-07-31,9.5480
2017-06-30,9.4408
2017-05-31,9.3200
2017-04-28,9.2189
2017-03-31,9.1253
2017-02-28,9.0313
2017-01-31,8.9764
2016-12-30,8.9279
2016-11-30,8.8788
2016-10-31,8.8343
2016-09-30,8.7930
2016-08-31,8.7447
2016-07-29,8.6898
2016-06-30,8.6259
2016-05-31,8.5721
2016-04-29,8.5004
2016-03-31,8.4233
2016-02-29,8.3398
2016-01-29,8.2843
2015-12-31,8.2252
2015-11-30,8.1465
2015-10-30,8.0676
2015-09-30,7.9687
2015-08-31,7.8797
2015-07-31,7.7759
2015-06-30,7.6617
2015-05-29,7.5537
2015-04-30,7.4621
2015-03-31,7.3750
2015-02-27,7.2913
2015-01-30,7.2004
2014-12-31,7.1220
2014-11-28,7.0552
2014-10-31,6.9830
2014-09-30,6.9214
2014-08-29,6.8780
2014-07-31,6.8335
2014-06-30,6.7966
2014-05-30,6.7427
2014-04-30,6.6930
2014-03-31,6.6479
2014-02-28,6.5906
2014-01-31,6.5273
2013-12-31,6.4748
2013-11-29,6.3954
2013-10-31,6.3142
2013-09-30,6.2411
2013-08-30,6.1747
2013-07-31,6.1141
2013-06-28,6.0590
2013-05-31,5.9964
2013-04-30,5.9283
2013-03-28,5.8512
2013-02-28,5.7830
2013-01-31,5.7249
2012-12-31,5.6689
2012-11-30,5.6113
2012-10-31,5.5492
2012-09-28,5.5107
2012-08-31,5.4655
2012-07-31,5.4288
2012-06-29,5.3926
2012-05-31,5.3428
2012-04-30,5.2893
2012-03-30,5.2376
2012-02-29,5.1900
2012-01-31,5.1429
2011-12-30,5.0991
2011-11-30,5.0616
2011-10-31,5.0259
2011-09-30,4.9925
2011-08-31,4.9651
2011-07-29,4.9221
2011-06-30,4.8738
2011-05-31,4.8287
2011-04-29,4.7827
2011-03-31,4.7375
2011-02-28,4.6986
2011-01-31,4.6625
2010-12-31,4.6260
2010-11-30,4.5905
2010-10-29,4.5548
2010-09-30,4.5232
2010-08-31,4.4996
2010-07-30,4.4792
2010-06-30,4.4604
2010-05-28,4.4514
2010-04-30,4.4365
2010-03-31,4.4089
2010-02-26,4.3884
2010-01-29,4.3787
2009-12-31,4.3599
2009-11-30,4.3403
2009-10-30,4.3215
2009-09-30,4.3064
2009-08-31,4.2852
2009-07-31,4.2602
2009-06-30,4.2290
2009-05-29,4.2036
2009-04-30,4.1688
2009-03-31,4.1313
2009-02-27,4.1166
2009-01-30,4.1135
2008-12-31,4.1114
2008-11-28,4.1030
2008-10-31,4.0948
2008-09-30,4.0912
2008-08-29,4.0703
2008-07-31,4.0324
2008-06-30,4.0064
2008-05-30,3.9717
2008-04-30,3.9043
2008-03-31,3.8448
2008-02-29,3.7824
2008-01-31,3.7145
2007-12-31,3.6313
2007-11-30,3.5301
2007-10-31,3.4278
2007-09-28,3.3195
2007-08-31,3.2164
2007-07-31,3.1127
2007-06-29,3.0110
