,TEMA_monthly_10
2022-04-04,71.5095
2022-03-31,68.9620
2022-02-28,65.1342
2022-01-31,62.6672
2021-12-31,61.7539
2021-11-30,61.9177
2021-10-29,61.0171
2021-09-30,56.7464
2021-08-31,54.3040
2021-07-30,53.8717
2021-06-30,53.1882
2021-05-28,50.0143
2021-04-30,46.7955
2021-03-31,41.9756
2021-02-26,36.3023
2021-01-29,31.8425
2020-12-31,28.1111
2020-11-30,24.2513
2020-10-30,20.4238
2020-09-30,19.4629
2020-08-31,20.9704
2020-07-31,22.9270
2020-06-30,26.1986
2020-05-29,29.1457
2020-04-30,32.1200
2020-03-31,40.9640
2020-02-28,59.4510
2020-01-31,61.7810
2019-12-31,60.5274
2019-11-29,58.5805
2019-10-31,58.0922
2019-09-30,58.3814
2019-08-30,56.5503
2019-07-31,55.0016
2019-06-28,53.7313
2019-05-31,52.4289
2019-04-30,53.1860
2019-03-29,51.8896
2019-02-28,49.3247
2019-01-31,48.4346
2018-12-31,47.1257
2018-11-30,50.9781
2018-10-31,52.6705
2018-09-28,53.2840
2018-08-31,52.8447
2018-07-31,52.9152
2018-06-29,50.8597
2018-05-31,47.8822
2018-04-30,44.1348
2018-03-29,42.5017
2018-02-28,42.0489
2018-01-31,41.5865
2017-12-29,39.5545
2017-11-30,39.5477
2017-10-31,40.2470
2017-09-29,40.4000
2017-08-31,39.9689
2017-07-31,39.8325
2017-06-30,38.7161
2017-05-31,39.0743
2017-04-28,40.6545
2017-03-31,41.3795
2017-02-28,41.1466
2017-01-31,41.1820
2016-12-30,40.4166
2016-11-30,38.1674
2016-10-31,35.7038
2016-09-30,34.8404
2016-08-31,32.2046
2016-07-29,30.1649
2016-06-30,28.2090
2016-05-31,23.9529
2016-04-29,19.5438
2016-03-31,16.3599
2016-02-29,14.9528
2016-01-29,15.7609
2015-12-31,16.8128
2015-11-30,19.0253
2015-10-30,20.4252
2015-09-30,20.7839
2015-08-31,22.5734
2015-07-31,23.8105
2015-06-30,25.0964
2015-05-29,26.7481
2015-04-30,28.3443
2015-03-31,28.2545
2015-02-27,28.5019
2015-01-30,30.7247
2014-12-31,34.2500
2014-11-28,37.4015
2014-10-31,40.2224
2014-09-30,42.2952
2014-08-29,42.7001
2014-07-31,41.1609
2014-06-30,41.0071
2014-05-30,39.2789
2014-04-30,37.9333
2014-03-31,36.2221
2014-02-28,35.2914
2014-01-31,33.7390
