,TEMA_monthly_10
2022-04-04,2864.3528
2022-03-31,2844.4898
2022-02-28,2859.6423
2022-01-31,2926.0032
2021-12-31,3007.5166
2021-11-30,2982.8958
2021-10-29,2966.7210
2021-09-30,2839.3551
2021-08-31,2822.4555
2021-07-30,2627.4679
2021-06-30,2452.5468
2021-05-28,2345.1753
2021-04-30,2226.2552
2021-03-31,2037.1352
2021-02-26,1939.7621
2021-01-29,1811.9006
2020-12-31,1743.9823
2020-11-30,1685.3015
2020-10-30,1589.8526
2020-09-30,1535.3494
2020-08-31,1550.1305
2020-07-31,1456.2474
2020-06-30,1407.7923
2020-05-29,1379.3263
2020-04-30,1323.7371
2020-03-31,1297.5325
2020-02-28,1380.3673
2020-01-31,1379.8276
2019-12-31,1311.6598
2019-11-29,1269.7793
2019-10-31,1228.6665
2019-09-30,1196.1640
2019-08-30,1171.9296
2019-07-31,1155.6810
2019-06-28,1112.6699
2019-05-31,1140.0703
2019-04-30,1164.3833
2019-03-29,1137.4901
2019-02-28,1112.0710
2019-01-31,1108.2904
2018-12-31,1103.3295
2018-11-30,1150.2183
2018-10-31,1174.9955
2018-09-28,1222.0377
2018-08-31,1209.7577
2018-07-31,1171.0101
2018-06-29,1113.3292
2018-05-31,1091.2125
2018-04-30,1075.8818
2018-03-29,1105.4590
2018-02-28,1133.3421
2018-01-31,1125.2515
2017-12-29,1056.0371
2017-11-30,1036.1512
2017-10-31,1014.6304
2017-09-29,981.4072
2017-08-31,968.8644
2017-07-31,959.4941
2017-06-30,948.7893
2017-05-31,940.0084
2017-04-28,885.0098
2017-03-31,842.9841
2017-02-28,830.3750
2017-01-31,811.9867
2016-12-30,799.9362
2016-11-30,799.3482
2016-10-31,808.0033
2016-09-30,796.0513
2016-08-31,780.3427
2016-07-29,764.8377
2016-06-30,739.3398
2016-05-31,759.1335
2016-04-29,756.1379
2016-03-31,776.8613
2016-02-29,767.6100
2016-01-29,781.1448
2015-12-31,767.5396
2015-11-30,732.0999
2015-10-30,686.1835
2015-09-30,632.5624
2015-08-31,617.8330
2015-07-31,588.3222
2015-06-30,537.5408
2015-05-29,541.5453
2015-04-30,544.3956
2015-03-31,546.7037
2015-02-27,546.5023
2015-01-30,541.2735
2014-12-31,550.7894
2014-11-28,569.6351
2014-10-31,584.7676
2014-09-30,593.6225
2014-08-29,591.6157
2014-07-31,591.1490
2014-06-30,590.5476
2014-05-30,584.1894
2014-04-30,581.3045
2014-03-31,599.1197
2014-02-28,605.9721
2014-01-31,578.2432
2013-12-31,545.2325
2013-11-29,513.4622
2013-10-31,484.3052
2013-09-30,448.7476
2013-08-30,446.5055
2013-07-31,451.1906
2013-06-28,442.3423
2013-05-31,429.6447
2013-04-30,411.9518
2013-03-28,399.6807
2013-02-28,390.0818
2013-01-31,371.9761
2012-12-31,359.2119
2012-11-30,355.4584
2012-10-31,351.8059
2012-09-28,351.2874
2012-08-31,324.3939
2012-07-31,307.2677
2012-06-29,299.1683
2012-05-31,304.8280
2012-04-30,312.6249
2012-03-30,315.5369
2012-02-29,306.9372
2012-01-31,301.3798
2011-12-30,305.4578
2011-11-30,288.7990
2011-10-31,279.5269
2011-09-30,268.0808
2011-08-31,277.4433
2011-07-29,282.6088
2011-06-30,269.1175
2011-05-31,282.0063
2011-04-29,293.3016
2011-03-31,304.4080
2011-02-28,305.6077
2011-01-31,297.4013
2010-12-31,288.6984
2010-11-30,277.1688
2010-10-29,272.3582
2010-09-30,245.3275
2010-08-31,235.0518
2010-07-30,245.7253
2010-06-30,250.0241
2010-05-28,269.7949
2010-04-30,284.8355
2010-03-31,292.5864
2010-02-26,288.7697
2010-01-29,295.1685
2009-12-31,301.7193
2009-11-30,279.0247
2009-10-30,256.0994
2009-09-30,236.6130
2009-08-31,220.4141
2009-07-31,207.4125
2009-06-30,194.2644
2009-05-29,182.2423
2009-04-30,166.5701
2009-03-31,151.7336
2009-02-27,147.6466
2009-01-30,147.1095
2008-12-31,148.5481
2008-11-28,163.6648
2008-10-31,193.4085
2008-09-30,217.0227
2008-08-29,239.5715
2008-07-31,252.8232
2008-06-30,269.5712
2008-05-30,276.9258
2008-04-30,267.9805
2008-03-31,258.9554
2008-02-29,290.9781
2008-01-31,327.5745
2007-12-31,348.8810
2007-11-30,335.4134
2007-10-31,312.7873
2007-09-28,272.8553
2007-08-31,259.7408
2007-07-31,257.0696
2007-06-29,254.1153
2007-05-31,244.7075
2007-04-30,238.4748
2007-03-30,237.5787
2007-02-28,240.0237
2007-01-31,245.7024
2006-12-29,235.5305
