,TEMA_monthly_10
2022-04-04,90.3259
2022-03-31,92.2626
2022-02-28,97.4448
2022-01-31,105.1093
2021-12-31,112.4279
2021-11-30,112.2877
2021-10-29,115.7674
2021-09-30,118.1248
2021-08-31,124.3493
2021-07-30,127.0484
2021-06-30,127.7208
2021-05-28,127.2917
2021-04-30,124.6643
2021-03-31,117.1762
2021-02-26,112.9412
2021-01-29,108.6255
2020-12-31,105.4583
2020-11-30,92.9401
2020-10-30,84.6152
2020-09-30,87.3702
2020-08-31,86.3477
2020-07-31,86.6542
2020-06-30,88.4021
2020-05-29,94.2485
2020-04-30,95.3745
2020-03-31,100.9219
2020-02-28,112.0410
2020-01-31,114.0781
2019-12-31,114.4634
2019-11-29,111.8090
2019-10-31,107.8090
2019-09-30,105.7718
2019-08-30,102.2792
2019-07-31,99.4827
2019-06-28,95.0613
2019-05-31,92.8537
2019-04-30,93.5909
2019-03-29,91.4234
2019-02-28,91.0093
2019-01-31,89.4079
2018-12-31,88.6087
2018-11-30,93.0010
2018-10-31,96.4186
2018-09-28,93.5800
2018-08-31,88.8246
2018-07-31,83.6657
2018-06-29,81.0958
2018-05-31,78.7202
2018-04-30,78.8440
2018-03-29,77.4306
2018-02-28,76.8560
2018-01-31,75.7230
2017-12-29,70.9240
2017-11-30,64.9383
2017-10-31,58.6755
2017-09-29,57.5821
2017-08-31,55.3364
2017-07-31,56.1625
2017-06-30,59.4862
2017-05-31,62.8712
2017-04-28,63.9367
2017-03-31,64.6918
2017-02-28,65.0789
2017-01-31,63.8201
2016-12-30,63.3254
2016-11-30,62.6983
2016-10-31,60.3631
2016-09-30,59.9170
2016-08-31,57.9298
2016-07-29,56.1161
2016-06-30,53.6246
2016-05-31,53.0843
2016-04-29,54.3347
2016-03-31,53.8764
2016-02-29,52.3104
2016-01-29,51.7567
2015-12-31,49.9614
2015-11-30,48.7064
2015-10-30,47.9249
2015-09-30,47.5372
2015-08-31,48.1467
2015-07-31,48.8423
2015-06-30,46.7978
2015-05-29,46.4276
2015-04-30,47.0995
2015-03-31,47.1560
2015-02-27,44.9881
2015-01-30,41.4425
2014-12-31,40.2131
2014-11-28,37.4282
2014-10-31,34.0597
2014-09-30,32.2284
2014-08-29,31.0300
2014-07-31,29.3681
2014-06-30,30.2417
2014-05-30,31.0370
2014-04-30,31.5767
2014-03-31,32.4622
2014-02-28,32.6809
2014-01-31,32.6317
2013-12-31,33.9295
2013-11-29,33.6391
2013-10-31,32.6757
2013-09-30,30.8663
2013-08-30,29.4515
2013-07-31,28.9875
2013-06-28,28.1772
2013-05-31,27.7276
2013-04-30,27.2203
2013-03-28,25.9263
2013-02-28,25.6191
2013-01-31,25.9409
2012-12-31,25.9593
2012-11-30,27.6157
2012-10-31,29.1561
2012-09-28,30.1685
2012-08-31,30.4209
2012-07-31,29.2397
2012-06-29,28.1361
2012-05-31,27.4664
2012-04-30,26.0911
2012-03-30,24.3711
2012-02-29,22.6528
2012-01-31,21.3628
2011-12-30,20.1052
2011-11-30,19.0988
2011-10-31,18.3889
2011-09-30,17.4713
2011-08-31,17.3578
2011-07-29,17.4229
2011-06-30,17.5722
2011-05-31,17.0554
2011-04-29,15.9524
2011-03-31,15.4269
2011-02-28,14.9347
2011-01-31,13.9914
2010-12-31,13.5457
2010-11-30,13.1030
2010-10-29,12.1774
2010-09-30,11.6133
2010-08-31,11.3687
2010-07-30,11.6974
2010-06-30,11.7263
2010-05-28,11.6251
2010-04-30,11.5660
2010-03-31,10.9016
2010-02-26,10.2284
2010-01-29,9.8429
2009-12-31,9.6856
2009-11-30,9.8737
2009-10-30,9.9388
2009-09-30,9.9744
2009-08-31,9.4301
2009-07-31,8.7469
2009-06-30,8.0588
2009-05-29,7.7876
2009-04-30,7.2993
2009-03-31,6.7377
2009-02-27,6.2010
2009-01-30,6.3220
2008-12-31,6.5444
2008-11-28,6.8385
2008-10-31,7.7389
2008-09-30,8.1754
2008-08-29,8.2012
2008-07-31,7.7294
2008-06-30,7.3080
2008-05-30,6.9948
2008-04-30,6.3661
2008-03-31,5.8633
2008-02-29,5.6153
2008-01-31,5.5528
2007-12-31,5.3062
2007-11-30,5.4604
2007-10-31,5.6047
2007-09-28,5.7461
2007-08-31,6.1602
2007-07-31,6.4826
2007-06-29,6.8008
2007-05-31,6.9961
2007-04-30,6.9897
2007-03-30,6.9109
2007-02-28,6.5949
2007-01-31,6.3312
2006-12-29,5.9873
2006-11-30,5.8955
2006-10-31,5.5344
2006-09-29,5.2127
2006-08-31,5.3011
2006-07-31,5.5680
2006-06-30,5.9191
2006-05-31,5.9985
2006-04-28,6.0872
2006-03-31,5.8787
2006-02-28,5.7601
2006-01-31,5.6971
2005-12-30,5.5821
2005-11-30,5.3551
2005-10-31,5.2220
2005-09-30,5.0954
2005-08-31,5.3739
2005-07-29,5.6356
2005-06-30,5.7988
2005-05-31,5.7046
2005-04-29,5.6628
2005-03-31,5.7932
2005-02-28,5.6464
2005-01-31,5.5751
2004-12-31,5.3848
2004-11-30,5.0667
2004-10-29,4.8739
2004-09-30,4.6852
2004-08-31,4.8053
2004-07-30,5.3057
2004-06-30,5.7809
2004-05-28,5.9822
2004-04-30,6.3393
2004-03-31,6.2576
2004-02-27,6.0745
2004-01-30,5.5758
2003-12-31,5.3810
2003-11-28,5.2536
2003-10-31,4.9143
2003-09-30,4.7274
2003-08-29,4.6667
2003-07-31,4.3028
2003-06-30,4.0796
2003-05-30,3.9115
2003-04-30,3.7161
2003-03-31,3.7215
2003-02-28,3.8525
2003-01-31,4.1725
2002-12-31,4.3179
2002-11-29,4.2905
2002-10-31,3.9780
2002-09-30,3.7991
2002-08-30,3.9410
2002-07-31,4.1047
2002-06-28,4.2246
2002-05-31,4.1673
2002-04-30,3.9615
2002-03-28,3.7323
