,DEMA_monthly_10
2022-04-04,27.5541
2022-03-31,27.4441
2022-02-28,27.4564
2022-01-31,26.3351
2021-12-31,26.1622
2021-11-30,25.9039
2021-10-29,26.0161
2021-09-30,25.9112
2021-08-31,25.7860
2021-07-30,25.0084
2021-06-30,24.7300
2021-05-28,23.2496
2021-04-30,21.0757
2021-03-31,20.7673
2021-02-26,20.4810
2021-01-29,20.8357
2020-12-31,20.6576
2020-11-30,20.5122
2020-10-30,21.3886
2020-09-30,21.5659
2020-08-31,21.6336
2020-07-31,20.5096
2020-06-30,19.8852
2020-05-29,19.6849
2020-04-30,18.1512
2020-03-31,16.6841
2020-02-28,15.7647
2020-01-31,14.3615
2019-12-31,13.4827
2019-11-29,13.0123
2019-10-31,12.5273
2019-09-30,12.4046
2019-08-30,12.0526
2019-07-31,11.6761
2019-06-28,11.6128
2019-05-31,11.4867
2019-04-30,12.0942
2019-03-29,11.5686
2019-02-28,11.1737
2019-01-31,10.7831
2018-12-31,10.6599
2018-11-30,11.0429
2018-10-31,10.7963
2018-09-28,11.4820
2018-08-31,11.6673
2018-07-31,12.2194
2018-06-29,12.9924
2018-05-31,13.9475
2018-04-30,15.2302
2018-03-29,15.2540
2018-02-28,15.7557
2018-01-31,16.3171
2017-12-29,16.8486
2017-11-30,17.3416
2017-10-31,17.7558
2017-09-29,17.4434
2017-08-31,16.9116
2017-07-31,16.8442
2017-06-30,16.4915
2017-05-31,16.6379
2017-04-28,16.3127
2017-03-31,15.5128
2017-02-28,14.6233
2017-01-31,13.8967
2016-12-30,13.1492
2016-11-30,12.9918
2016-10-31,12.6309
2016-09-30,11.9822
2016-08-31,11.0684
2016-07-29,10.0536
2016-06-30,9.5796
2016-05-31,8.9122
2016-04-29,8.7922
2016-03-31,8.8048
2016-02-29,8.4159
2016-01-29,8.5698
2015-12-31,8.7133
2015-11-30,8.6952
2015-10-30,8.9498
2015-09-30,9.1361
2015-08-31,9.6080
2015-07-31,10.0512
2015-06-30,10.2538
2015-05-29,10.4265
2015-04-30,10.4243
2015-03-31,10.3580
2015-02-27,10.5503
2015-01-30,10.4650
2014-12-31,10.4387
2014-11-28,10.2282
2014-10-31,9.8539
2014-09-30,9.6035
2014-08-29,9.5006
2014-07-31,9.2153
2014-06-30,8.9690
2014-05-30,8.7752
2014-04-30,8.7096
2014-03-31,8.9325
2014-02-28,9.2879
2014-01-31,9.4884
2013-12-31,9.7918
2013-11-29,9.7989
2013-10-31,9.9918
2013-09-30,10.2134
2013-08-30,10.1353
2013-07-31,9.8552
2013-06-28,9.2939
2013-05-31,9.2673
2013-04-30,9.2555
2013-03-28,8.8826
2013-02-28,8.2957
2013-01-31,7.7111
2012-12-31,7.2101
2012-11-30,7.0517
2012-10-31,6.8459
2012-09-28,6.6681
2012-08-31,6.4673
2012-07-31,6.2255
2012-06-29,6.2723
2012-05-31,6.5418
2012-04-30,6.8669
2012-03-30,7.0052
2012-02-29,6.8082
2012-01-31,6.6953
2011-12-30,6.6599
2011-11-30,6.8860
2011-10-31,7.0667
2011-09-30,7.1916
2011-08-31,7.4811
