,DEMA_monthly_10
2022-04-04,154.5289
2022-03-31,152.7099
2022-02-28,150.2410
2022-01-31,147.9069
2021-12-31,146.1338
2021-11-30,138.5991
2021-10-29,137.5002
2021-09-30,131.7918
2021-08-31,129.1271
2021-07-30,128.5161
2021-06-30,124.4939
2021-05-28,123.6423
2021-04-30,120.1542
2021-03-31,113.6718
2021-02-26,108.1881
2021-01-29,99.3985
2020-12-31,97.3740
2020-11-30,90.1615
2020-10-30,83.8203
2020-09-30,82.3569
2020-08-31,81.5469
2020-07-31,78.2832
2020-06-30,80.8086
2020-05-29,85.0079
2020-04-30,88.1057
2020-03-31,93.8989
2020-02-28,104.9747
2020-01-31,106.8348
2019-12-31,104.5016
2019-11-29,99.7907
2019-10-31,95.9164
2019-09-30,94.2023
2019-08-30,93.4691
2019-07-31,92.6697
2019-06-28,89.6617
2019-05-31,84.9598
2019-04-30,82.2165
2019-03-29,79.5999
2019-02-28,77.7431
2019-01-31,75.2133
2018-12-31,75.6647
2018-11-30,77.4327
2018-10-31,78.1182
2018-09-28,80.9770
2018-08-31,80.4998
2018-07-31,81.1508
2018-06-29,81.5209
2018-05-31,81.6661
2018-04-30,81.0318
2018-03-29,80.9042
2018-02-28,80.5930
2018-01-31,79.1609
2017-12-29,74.9135
2017-11-30,71.5654
2017-10-31,67.9181
2017-09-29,65.2596
2017-08-31,62.8075
2017-07-31,61.6473
2017-06-30,60.8420
2017-05-31,59.9566
2017-04-28,56.6542
2017-03-31,55.4684
2017-02-28,54.0265
2017-01-31,52.6405
2016-12-30,50.5599
2016-11-30,47.8138
2016-10-31,46.0604
2016-09-30,46.0330
2016-08-31,45.7069
2016-07-29,44.4280
2016-06-30,43.4215
2016-05-31,42.7152
2016-04-29,43.4164
2016-03-31,43.3303
2016-02-29,42.8555
2016-01-29,43.9344
2015-12-31,48.1426
2015-11-30,50.5968
2015-10-30,52.2680
2015-09-30,52.9818
2015-08-31,55.7765
2015-07-31,57.7900
