,KAMA_monthly_10
2022-04-04,354.3133
2022-03-31,352.3224
2022-02-28,350.2596
2022-01-31,349.3425
2021-12-31,348.6724
2021-11-30,339.7141
2021-10-29,332.5551
2021-09-30,328.7644
2021-08-31,325.0234
2021-07-30,302.6016
2021-06-30,296.6707
2021-05-28,287.4676
2021-04-30,273.5639
2021-03-31,264.0237
2021-02-26,261.8159
2021-01-29,256.0220
2020-12-31,253.7573
2020-11-30,253.2946
2020-10-30,253.1607
2020-09-30,254.3872
2020-08-31,254.6076
2020-07-31,254.7074
2020-06-30,257.1765
2020-05-29,258.2843
2020-04-30,259.2559
2020-03-31,263.7212
2020-02-28,280.2807
2020-01-31,282.8748
2019-12-31,284.3334
2019-11-29,285.9195
2019-10-31,288.4609
2019-09-30,288.9113
2019-08-30,289.8557
2019-07-31,290.7948
2019-06-28,286.9398
2019-05-31,281.7101
2019-04-30,277.0863
2019-03-29,266.4843
2019-02-28,257.7442
2019-01-31,254.5459
2018-12-31,251.3385
2018-11-30,251.5846
2018-10-31,245.3980
2018-09-28,242.9047
2018-08-31,238.0427
2018-07-31,235.4205
2018-06-29,235.2359
2018-05-31,235.2616
2018-04-30,235.1839
2018-03-29,234.6399
2018-02-28,242.4416
2018-01-31,247.1416
2017-12-29,249.5576
2017-11-30,251.0952
2017-10-31,252.8963
2017-09-29,256.3643
2017-08-31,257.6000
2017-07-31,258.4138
2017-06-30,258.5237
2017-05-31,256.0030
2017-04-28,250.7911
2017-03-31,247.9776
2017-02-28,242.5640
2017-01-31,237.0453
2016-12-30,229.6230
2016-11-30,223.6680
2016-10-31,218.1459
2016-09-30,215.5100
2016-08-31,212.6379
2016-07-29,207.8284
2016-06-30,193.9899
2016-05-31,182.4101
2016-04-29,174.8660
2016-03-31,170.8513
2016-02-29,168.7731
2016-01-29,168.8749
2015-12-31,167.3323
2015-11-30,163.4531
2015-10-30,162.8168
2015-09-30,158.8486
2015-08-31,157.4614
2015-07-31,157.2662
2015-06-30,150.2551
2015-05-29,146.8993
2015-04-30,142.3227
2015-03-31,135.3088
2015-02-27,122.8759
2015-01-30,112.3335
2014-12-31,108.2969
2014-11-28,103.9184
2014-10-31,98.5795
2014-09-30,96.8238
2014-08-29,96.5225
2014-07-31,96.4432
2014-06-30,96.7377
2014-05-30,96.8030
2014-04-30,97.1244
2014-03-31,97.3177
2014-02-28,97.3163
2014-01-31,97.3629
2013-12-31,97.4641
2013-11-29,97.4774
2013-10-31,94.1751
2013-09-30,89.7624
2013-08-30,87.6888
2013-07-31,87.4144
2013-06-28,87.2208
2013-05-31,86.9816
2013-04-30,86.9141
2013-03-28,86.9025
2013-02-28,87.0366
2013-01-31,87.0293
2012-12-31,86.8402
2012-11-30,86.1405
2012-10-31,84.5634
2012-09-28,83.6084
2012-08-31,82.0972
2012-07-31,80.6801
2012-06-29,80.2573
2012-05-31,76.8014
2012-04-30,74.8280
2012-03-30,73.1281
2012-02-29,67.9389
2012-01-31,64.8063
2011-12-30,62.6505
2011-11-30,62.3821
2011-10-31,60.0500
2011-09-30,57.6815
2011-08-31,56.5688
2011-07-29,56.0188
2011-06-30,52.6658
2011-05-31,44.8783
2011-04-29,40.2230
2011-03-31,34.8279
2011-02-28,31.1925
2011-01-31,28.7106
2010-12-31,27.1311
2010-11-30,25.7409
2010-10-29,23.8982
2010-09-30,22.7849
2010-08-31,21.7154
2010-07-30,21.6386
2010-06-30,21.1223
2010-05-28,20.6511
2010-04-30,18.9921
2010-03-31,17.7523
2010-02-26,16.1168
2010-01-29,15.5975
2009-12-31,14.0544
2009-11-30,12.3893
2009-10-30,10.9996
2009-09-30,10.5016
2009-08-31,9.1244
2009-07-31,9.0268
2009-06-30,8.9845
2009-05-29,8.9739
2009-04-30,8.9786
2009-03-31,8.9856
2009-02-27,9.2259
2009-01-30,9.7089
2008-12-31,10.1942
2008-11-28,10.3628
2008-10-31,10.8580
2008-09-30,11.1926
