,KAMA_monthly_10
2022-04-04,201.8055
2022-03-31,205.4092
2022-02-28,210.5402
2022-01-31,211.0752
2021-12-31,213.6545
2021-11-30,213.8177
2021-10-29,213.9202
2021-09-30,213.9789
2021-08-31,213.9151
2021-07-30,213.4431
2021-06-30,212.7239
2021-05-28,210.9110
2021-04-30,207.2515
2021-03-31,206.1922
2021-02-26,200.5575
2021-01-29,199.7117
2020-12-31,199.9321
2020-11-30,199.4474
2020-10-30,198.7217
2020-09-30,211.4019
2020-08-31,223.0781
2020-07-31,230.7995
2020-06-30,247.3654
2020-05-29,257.4398
2020-04-30,279.0711
2020-03-31,310.8289
2020-02-28,336.3686
2020-01-31,341.1615
2019-12-31,342.2665
2019-11-29,343.9111
2019-10-31,343.7618
2019-09-30,343.8488
2019-08-30,343.2221
2019-07-31,343.0647
2019-06-28,343.1682
2019-05-31,342.9731
2019-04-30,343.0201
2019-03-29,342.3204
2019-02-28,341.7768
2019-01-31,331.5990
2018-12-31,328.9604
2018-11-30,329.4628
2018-10-31,329.4290
2018-09-28,328.5967
2018-08-31,324.7525
2018-07-31,323.9893
2018-06-29,320.9462
2018-05-31,320.6459
2018-04-30,316.3300
2018-03-29,315.4762
2018-02-28,315.8796
2018-01-31,292.1871
2017-12-29,257.4907
2017-11-30,242.5976
2017-10-31,229.2072
2017-09-29,219.7744
2017-08-31,206.6876
2017-07-31,194.1944
2017-06-30,171.3003
2017-05-31,162.1874
2017-04-28,155.5964
2017-03-31,147.8560
2017-02-28,140.2708
2017-01-31,131.4246
2016-12-30,126.1336
2016-11-30,121.2661
2016-10-31,117.1900
2016-09-30,117.1075
2016-08-31,116.9991
2016-07-29,116.9126
2016-06-30,116.8509
2016-05-31,116.8396
2016-04-29,116.8907
2016-03-31,116.8646
2016-02-29,116.9121
2016-01-29,117.6218
2015-12-31,118.5356
2015-11-30,118.4073
2015-10-30,118.2734
2015-09-30,117.3914
2015-08-31,117.3955
2015-07-31,117.4170
2015-06-30,116.5877
2015-05-29,116.2217
2015-04-30,115.3203
2015-03-31,114.6127
2015-02-27,113.6066
2015-01-30,111.9013
2014-12-31,110.7149
2014-11-28,110.6841
2014-10-31,110.3984
2014-09-30,110.4514
2014-08-29,110.4479
2014-07-31,110.4493
2014-06-30,110.5265
2014-05-30,110.5791
2014-04-30,109.5624
2014-03-31,109.3832
2014-02-28,109.6070
2014-01-31,109.3351
2013-12-31,109.9101
2013-11-29,104.9505
2013-10-31,97.7154
2013-09-30,89.2239
2013-08-30,82.7373
2013-07-31,79.5249
2013-06-28,73.5237
2013-05-31,67.2766
2013-04-30,61.8345
2013-03-28,58.2383
2013-02-28,55.0408
2013-01-31,54.9229
2012-12-31,54.8733
2012-11-30,54.7771
2012-10-31,54.6867
2012-09-28,54.6385
2012-08-31,54.5946
2012-07-31,54.3332
2012-06-29,53.3441
2012-05-31,52.9697
2012-04-30,52.9396
2012-03-30,52.7106
2012-02-29,52.6173
2012-01-31,52.4926
2011-12-30,52.4254
2011-11-30,52.3398
2011-10-31,52.3157
2011-09-30,52.3062
2011-08-31,52.3388
2011-07-29,52.3184
2011-06-30,52.2142
2011-05-31,51.5485
2011-04-29,50.8671
2011-03-31,49.4422
2011-02-28,48.8896
2011-01-31,48.8301
2010-12-31,48.7759
2010-11-30,48.7393
2010-10-29,48.7075
2010-09-30,48.0977
2010-08-31,47.7662
2010-07-30,47.7183
2010-06-30,47.2819
2010-05-28,47.1352
2010-04-30,46.7119
2010-03-31,43.5433
2010-02-26,40.2908
2010-01-29,38.3337
2009-12-31,36.3695
2009-11-30,35.1913
2009-10-30,34.9405
2009-09-30,34.8964
2009-08-31,34.3850
2009-07-31,34.3620
2009-06-30,34.4697
2009-05-29,34.7094
2009-04-30,34.7346
2009-03-31,35.3512
2009-02-27,38.1049
2009-01-30,45.0529
2008-12-31,47.1404
2008-11-28,50.0650
2008-10-31,53.5639
2008-09-30,56.0385
2008-08-29,58.3157
2008-07-31,59.8256
2008-06-30,63.9401
2008-05-30,65.8391
2008-04-30,66.1999
2008-03-31,66.3037
2008-02-29,67.7637
2008-01-31,67.9444
2007-12-31,68.0357
2007-11-30,68.0595
2007-10-31,68.0639
2007-09-28,67.9111
2007-08-31,66.9988
2007-07-31,66.6164
2007-06-29,64.2538
2007-05-31,62.8578
2007-04-30,59.1916
2007-03-30,58.3143
2007-02-28,58.0222
2007-01-31,57.8376
2006-12-29,57.0235
2006-11-30,55.8783
2006-10-31,54.2893
2006-09-29,54.0427
2006-08-31,53.8123
2006-07-31,53.8115
2006-06-30,53.6993
2006-05-31,52.7998
2006-04-28,51.0921
2006-03-31,48.9759
2006-02-28,47.5764
2006-01-31,46.7064
2005-12-30,46.4233
2005-11-30,45.3235
2005-10-31,44.2391
2005-09-30,43.9031
2005-08-31,42.5247
2005-07-29,40.7238
2005-06-30,39.3531
2005-05-31,37.8728
2005-04-29,36.4322
2005-03-31,35.7594
2005-02-28,34.8068
2005-01-31,34.1346
2004-12-31,33.9645
2004-11-30,33.7372
2004-10-29,33.0263
2004-09-30,32.8195
2004-08-31,31.9862
2004-07-30,30.6114
2004-06-30,29.0184
2004-05-28,27.8096
2004-04-30,27.1075
2004-03-31,26.8754
2004-02-27,26.6967
2004-01-30,25.8659
2003-12-31,25.1235
2003-11-28,24.4626
2003-10-31,24.3620
2003-09-30,24.2905
2003-08-29,24.2960
2003-07-31,24.2148
2003-06-30,24.2239
2003-05-30,24.2339
2003-04-30,24.4819
2003-03-31,25.6431
2003-02-28,27.2907
2003-01-31,28.8649
2002-12-31,30.2287
2002-11-29,31.0724
2002-10-31,31.3214
2002-09-30,31.9216
2002-08-30,31.9723
