,KAMA_monthly_10
2017-08-17,61.7109
2017-07-31,60.6175
2017-06-30,58.6774
2017-05-31,56.9990
2017-04-28,53.6558
2017-03-31,52.3139
2017-02-28,50.6633
2017-01-31,49.2525
2016-12-30,48.1747
2016-11-30,47.6908
2016-10-31,47.4379
2016-09-30,46.7316
2016-08-31,46.7490
2016-07-29,46.7209
2016-06-30,46.5879
2016-05-31,44.8054
2016-04-29,44.3444
2016-03-31,43.5328
2016-02-29,42.3325
2016-01-29,40.7859
2015-12-31,38.7925
2015-11-30,38.2197
2015-10-30,37.3962
2015-09-30,35.2609
2015-08-31,34.0484
2015-07-31,33.1834
2015-06-30,31.4617
2015-05-29,30.8668
2015-04-30,29.7544
2015-03-31,29.3292
2015-02-27,29.1234
2015-01-30,27.5973
2014-12-31,26.7944
2014-11-28,26.2067
2014-10-31,25.1134
2014-09-30,24.4574
2014-08-29,24.1194
2014-07-31,23.9030
2014-06-30,23.7851
2014-05-30,22.5284
2014-04-30,21.6652
2014-03-31,21.0412
2014-02-28,20.6492
2014-01-31,20.4893
2013-12-31,20.4055
2013-11-29,20.0482
2013-10-31,19.6775
2013-09-30,18.7814
2013-08-30,18.4216
2013-07-31,18.1170
2013-06-28,17.6128
2013-05-31,17.4252
2013-04-30,17.2964
2013-03-28,17.1508
2013-02-28,17.0515
2013-01-31,16.9890
2012-12-31,16.9247
2012-11-30,16.9186
2012-10-31,16.8145
2012-09-28,16.8091
2012-08-31,16.7560
2012-07-31,16.3176
2012-06-29,15.6708
2012-05-31,15.0526
2012-04-30,14.6932
2012-03-30,14.5494
2012-02-29,14.4582
2012-01-31,14.2951
2011-12-30,14.2215
2011-11-30,13.8513
2011-10-31,13.3328
2011-09-30,13.1249
2011-08-31,12.9282
2011-07-29,12.8114
2011-06-30,12.7546
2011-05-31,12.4721
2011-04-29,11.8758
2011-03-31,11.3736
2011-02-28,10.9317
2011-01-31,10.6507
2010-12-31,10.5333
2010-11-30,10.2855
2010-10-29,10.1756
2010-09-30,9.8242
2010-08-31,9.6321
2010-07-30,9.6060
2010-06-30,9.2728
2010-05-28,9.2359
2010-04-30,9.2306
2010-03-31,9.0993
2010-02-26,8.8398
2010-01-29,8.6383
2009-12-31,8.2352
2009-11-30,7.5878
2009-10-30,7.3842
2009-09-30,7.2753
2009-08-31,7.2489
2009-07-31,7.2471
2009-06-30,7.2461
2009-05-29,7.3228
2009-04-30,7.4154
2009-03-31,7.4485
2009-02-27,7.5943
2009-01-30,7.8858
2008-12-31,8.1223
2008-11-28,8.3629
2008-10-31,8.6261
2008-09-30,8.7188
2008-08-29,8.8572
2008-07-31,8.8833
2008-06-30,8.8886
2008-05-30,9.1552
2008-04-30,9.1724
2008-03-31,9.2276
2008-02-29,9.2313
2008-01-31,9.2272
2007-12-31,9.2220
2007-11-30,9.1751
2007-10-31,9.0956
2007-09-28,9.0906
2007-08-31,9.0846
2007-07-31,9.0579
2007-06-29,9.0590
2007-05-31,9.0426
2007-04-30,9.0273
2007-03-30,9.0003
2007-02-28,8.9963
2007-01-31,9.0217
2006-12-29,8.9654
2006-11-30,8.8173
2006-10-31,8.7172
2006-09-29,8.6325
2006-08-31,8.5780
2006-07-31,8.1687
2006-06-30,7.6198
2006-05-31,7.2731
2006-04-28,7.0197
2006-03-31,6.5794
2006-02-28,6.2664
2006-01-31,5.8028
2005-12-30,5.4871
2005-11-30,5.2696
2005-10-31,5.1649
2005-09-30,5.1001
2005-08-31,5.0322
2005-07-29,4.9163
2005-06-30,4.7838
2005-05-31,4.7659
2005-04-29,4.6899
2005-03-31,4.6444
2005-02-28,4.4632
2005-01-31,4.3733
2004-12-31,4.2725
2004-11-30,4.1848
2004-10-29,4.1196
2004-09-30,4.1000
2004-08-31,4.0785
2004-07-30,3.9049
2004-06-30,3.7255
2004-05-28,3.5673
2004-04-30,3.5781
2004-03-31,3.3664
2004-02-27,3.1812
2004-01-30,2.8713
2003-12-31,2.6513
2003-11-28,2.5318
2003-10-31,2.4688
2003-09-30,2.4506
2003-08-29,2.4519
2003-07-31,2.4598
2003-06-30,2.4638
2003-05-30,2.4881
2003-04-30,2.5362
2003-03-31,2.7008
2003-02-28,2.9137
2003-01-31,3.0336
2002-12-31,3.0967
2002-11-29,3.1695
2002-10-31,3.2596
2002-09-30,3.3102
2002-08-30,3.3663
2002-07-31,3.3710
2002-06-28,3.3729
2002-05-31,3.3759
2002-04-30,3.1772
2002-03-28,2.9741
2002-02-28,2.9244
2002-01-31,2.8625
2001-12-31,2.8429
2001-11-30,2.8396
2001-10-31,2.8303
2001-09-28,2.8243
2001-08-31,2.7922
2001-07-31,2.7510
2001-06-29,2.7610
2001-05-31,2.7603
2001-04-30,2.6543
2001-03-30,2.5183
2001-02-28,2.3779
2001-01-31,2.1626
2000-12-29,1.9259
2000-11-30,1.6923
2000-10-31,1.6034
