,KAMA_monthly_10
2022-04-04,160.5810
2022-03-31,160.3614
2022-02-28,160.1836
2022-01-31,161.0997
2021-12-31,163.5209
2021-11-30,163.8148
2021-10-29,162.4135
2021-09-30,161.6987
2021-08-31,161.2495
2021-07-30,158.3714
2021-06-30,158.2735
2021-05-28,154.7852
2021-04-30,150.1944
2021-03-31,148.9865
2021-02-26,146.4633
2021-01-29,147.7991
2020-12-31,11.5737
2020-11-30,8.6358
2020-10-30,5.9273
2020-09-30,5.5990
2020-08-31,5.3272
2020-07-31,5.3029
2020-06-30,5.3431
2020-05-29,5.3509
2020-04-30,5.3567
2020-03-31,5.3542
2020-02-28,5.5935
2020-01-31,5.9100
2019-12-31,6.3130
2019-11-29,6.3512
2019-10-31,6.3526
2019-09-30,6.5845
2019-08-30,6.8716
2019-07-31,8.7467
2019-06-28,11.8353
2019-05-31,13.1170
2019-04-30,14.0733
2019-03-29,14.8652
2019-02-28,14.9982
2019-01-31,15.0565
2018-12-31,15.0864
2018-11-30,15.1519
2018-10-31,15.2165
2018-09-28,15.2609
2018-08-31,15.2891
2018-07-31,15.6073
2018-06-29,15.8928
2018-05-31,15.9680
2018-04-30,16.5629
2018-03-29,17.1295
2018-02-28,18.3049
2018-01-31,18.9887
2017-12-29,19.4686
2017-11-30,19.9199
2017-10-31,20.2734
2017-09-29,20.9108
2017-08-31,21.1144
2017-07-31,22.1954
2017-06-30,22.9956
2017-05-31,24.0991
2017-04-28,25.8428
2017-03-31,26.0794
2017-02-28,26.5624
2017-01-31,27.1836
2016-12-30,27.6569
2016-11-30,27.9051
2016-10-31,27.9423
2016-09-30,28.1047
2016-08-31,28.3288
2016-07-29,28.9834
2016-06-30,29.1629
2016-05-31,29.9287
2016-04-29,30.6617
2016-03-31,30.8852
2016-02-29,31.2220
2016-01-29,31.4262
2015-12-31,32.1164
2015-11-30,32.5162
2015-10-30,32.5511
2015-09-30,31.9641
2015-08-31,31.9828
2015-07-31,31.9815
2015-06-30,31.8490
2015-05-29,31.8396
2015-04-30,31.8259
2015-03-31,31.8523
2015-02-27,31.8900
2015-01-30,31.9473
2014-12-31,32.1974
2014-11-28,32.3054
2014-10-31,32.4369
2014-09-30,32.4626
2014-08-29,32.5273
2014-07-31,32.6188
2014-06-30,32.6693
2014-05-30,32.7891
2014-04-30,33.0728
2014-03-31,33.1044
2014-02-28,33.1981
2014-01-31,33.2662
2013-12-31,33.4545
2013-11-29,33.0279
2013-10-31,32.7048
2013-09-30,29.9674
2013-08-30,28.2186
2013-07-31,25.3326
2013-06-28,21.7158
2013-05-31,18.9729
2013-04-30,17.6947
2013-03-28,16.0594
2013-02-28,15.6183
2013-01-31,15.5776
2012-12-31,15.5685
2012-11-30,15.5213
2012-10-31,15.4264
2012-09-28,15.4238
2012-08-31,15.4376
2012-07-31,15.6312
2012-06-29,16.1989
2012-05-31,16.5395
2012-04-30,16.7642
2012-03-30,16.8446
2012-02-29,17.0966
2012-01-31,17.1500
2011-12-30,17.1627
2011-11-30,17.1996
2011-10-31,17.2271
2011-09-30,17.2282
2011-08-31,17.2747
2011-07-29,17.3249
2011-06-30,17.3802
2011-05-31,17.2960
2011-04-29,17.1154
2011-03-31,17.1012
2011-02-28,17.1119
2011-01-31,17.3003
2010-12-31,17.3274
2010-11-30,17.4334
2010-10-29,17.4527
2010-09-30,17.5208
2010-08-31,17.6604
2010-07-30,17.9699
2010-06-30,18.2206
2010-05-28,18.4215
2010-04-30,18.4460
2010-03-31,18.4820
2010-02-26,18.5666
2010-01-29,20.0128
2009-12-31,20.6357
2009-11-30,20.9031
2009-10-30,20.9288
2009-09-30,21.0103
2009-08-31,21.1361
2009-07-31,21.2596
2009-06-30,21.9944
2009-05-29,23.3940
2009-04-30,24.0647
2009-03-31,24.3073
2009-02-27,25.2304
2009-01-30,26.9075
2008-12-31,28.9957
2008-11-28,30.4210
2008-10-31,32.6620
2008-09-30,35.0168
2008-08-29,36.0427
2008-07-31,36.3988
2008-06-30,36.9279
2008-05-30,37.1792
2008-04-30,37.2713
2008-03-31,37.2873
2008-02-29,37.4145
2008-01-31,37.6825
2007-12-31,38.0459
2007-11-30,35.8341
2007-10-31,34.3712
2007-09-28,31.0103
2007-08-31,27.2068
2007-07-31,23.7739
2007-06-29,22.2440
2007-05-31,20.3950
2007-04-30,18.4114
2007-03-30,17.0057
2007-02-28,15.5488
2007-01-31,15.4669
2006-12-29,15.3267
2006-11-30,14.7649
2006-10-31,13.9467
2006-09-29,13.1839
2006-08-31,12.8829
2006-07-31,12.7680
2006-06-30,12.6702
2006-05-31,12.5940
2006-04-28,12.4892
2006-03-31,11.9395
2006-02-28,11.1665
2006-01-31,10.7720
2005-12-30,10.1978
2005-11-30,10.1258
2005-10-31,9.8598
2005-09-30,9.5223
2005-08-31,9.3852
2005-07-29,8.8788
2005-06-30,8.0353
2005-05-31,7.0945
2005-04-29,6.3176
2005-03-31,5.9014
2005-02-28,5.6885
2005-01-31,5.6701
2004-12-31,5.6605
2004-11-30,5.5081
2004-10-29,5.3490
2004-09-30,5.2338
2004-08-31,5.1939
2004-07-30,5.1919
2004-06-30,5.1921
2004-05-28,5.1939
2004-04-30,5.1925
2004-03-31,5.1100
2004-02-27,4.9657
2004-01-30,4.6678
2003-12-31,4.5210
2003-11-28,4.4085
2003-10-31,4.0676
2003-09-30,3.6820
2003-08-29,3.6439
2003-07-31,3.6224
2003-06-30,3.5376
2003-05-30,3.4429
2003-04-30,3.4089
2003-03-31,3.3529
2003-02-28,3.2675
2003-01-31,3.2528
