,KAMA_monthly_10
2022-04-04,18.5958
2022-03-31,17.6133
2022-02-28,17.0723
2022-01-31,16.4249
2021-12-31,16.4181
2021-11-30,16.4205
2021-10-29,16.4442
2021-09-30,16.4173
2021-08-31,16.4558
2021-07-30,16.5222
2021-06-30,16.7268
2021-05-28,16.6872
2021-04-30,15.2823
2021-03-31,14.0191
2021-02-26,12.8284
2021-01-29,11.4910
2020-12-31,10.6606
2020-11-30,10.6515
2020-10-30,10.6118
2020-09-30,10.7063
2020-08-31,10.9785
2020-07-31,11.2867
2020-06-30,11.7521
2020-05-29,12.0562
2020-04-30,12.7391
2020-03-31,13.2398
2020-02-28,13.7457
2020-01-31,13.7836
2019-12-31,13.7444
2019-11-29,13.7123
2019-10-31,13.6903
2019-09-30,13.6539
2019-08-30,13.6488
2019-07-31,13.6468
2019-06-28,13.6408
2019-05-31,13.6552
2019-04-30,13.7835
2019-03-29,13.8025
2019-02-28,13.9405
2019-01-31,13.9553
2018-12-31,14.0821
2018-11-30,14.8916
2018-10-31,15.0185
2018-09-28,15.3331
2018-08-31,15.3746
2018-07-31,15.3726
2018-06-29,15.3736
2018-05-31,15.3755
2018-04-30,15.3554
2018-03-29,15.3460
2018-02-28,15.2706
2018-01-31,15.2501
2017-12-29,15.1656
2017-11-30,15.1472
2017-10-31,15.1383
2017-09-29,15.1211
2017-08-31,15.1101
2017-07-31,15.1409
2017-06-30,15.1723
2017-05-31,15.2038
2017-04-28,15.2706
2017-03-31,15.2623
2017-02-28,15.2369
2017-01-31,14.7089
2016-12-30,13.8568
2016-11-30,12.5262
2016-10-31,11.5561
2016-09-30,11.5277
2016-08-31,11.5134
2016-07-29,11.4806
2016-06-30,11.4742
2016-05-31,11.4755
2016-04-29,11.4651
2016-03-31,11.4625
2016-02-29,11.4867
2016-01-29,11.5982
2015-12-31,11.6504
2015-11-30,11.6473
2015-10-30,11.6067
2015-09-30,11.6090
2015-08-31,11.6141
2015-07-31,11.6051
2015-06-30,11.2064
2015-05-29,10.7253
2015-04-30,10.3858
2015-03-31,10.1347
2015-02-27,9.7579
2015-01-30,9.3141
2014-12-31,9.2760
2014-11-28,9.0608
2014-10-31,8.9669
2014-09-30,8.8233
2014-08-29,8.7228
2014-07-31,8.5956
2014-06-30,8.5545
2014-05-30,8.5019
2014-04-30,8.4858
2014-03-31,8.4777
2014-02-28,8.4238
2014-01-31,8.3525
2013-12-31,8.3141
2013-11-29,8.2781
2013-10-31,8.2580
2013-09-30,8.2548
2013-08-30,8.2282
2013-07-31,8.1949
2013-06-28,7.8403
2013-05-31,7.6458
2013-04-30,7.1992
2013-03-28,7.0754
2013-02-28,6.7944
2013-01-31,6.6813
2012-12-31,6.6733
2012-11-30,6.6582
2012-10-31,6.6448
2012-09-28,6.6244
2012-08-31,6.5717
2012-07-31,6.5486
2012-06-29,6.5622
2012-05-31,6.5570
2012-04-30,6.5571
2012-03-30,6.5531
2012-02-29,6.5459
2012-01-31,6.5242
2011-12-30,6.5101
2011-11-30,6.5538
2011-10-31,6.6437
2011-09-30,6.9892
2011-08-31,7.1408
2011-07-29,7.2240
2011-06-30,7.2332
2011-05-31,7.2310
2011-04-29,7.2173
2011-03-31,7.1861
2011-02-28,7.1381
2011-01-31,7.1190
2010-12-31,7.1029
2010-11-30,7.0117
2010-10-29,7.0149
2010-09-30,7.0145
2010-08-31,6.9810
2010-07-30,6.9883
2010-06-30,6.9812
2010-05-28,6.9696
2010-04-30,6.9544
2010-03-31,6.6943
2010-02-26,6.3689
2010-01-29,6.2795
2009-12-31,6.1316
2009-11-30,5.7385
2009-10-30,5.4352
2009-09-30,5.3691
2009-08-31,4.9135
2009-07-31,4.6886
2009-06-30,4.4071
2009-05-29,4.2599
2009-04-30,4.1167
2009-03-31,3.9708
2009-02-27,3.9233
2009-01-30,3.9252
2008-12-31,3.9278
2008-11-28,3.9201
2008-10-31,3.9258
2008-09-30,3.9136
2008-08-29,3.9740
2008-07-31,4.0107
2008-06-30,4.2065
2008-05-30,4.8547
2008-04-30,5.4881
2008-03-31,6.3147
2008-02-29,7.0167
2008-01-31,7.5800
2007-12-31,7.7602
2007-11-30,8.9593
2007-10-31,10.1708
2007-09-28,10.8272
2007-08-31,11.2521
2007-07-31,11.4317
2007-06-29,11.5201
2007-05-31,11.5013
2007-04-30,11.4971
2007-03-30,11.4944
2007-02-28,11.4409
2007-01-31,11.4049
2006-12-29,11.3364
2006-11-30,11.2640
2006-10-31,11.2382
2006-09-29,11.2258
2006-08-31,11.2247
2006-07-31,11.2245
2006-06-30,11.0328
2006-05-31,10.9993
2006-04-28,10.9933
2006-03-31,10.9633
2006-02-28,10.9425
2006-01-31,10.9389
2005-12-30,10.9425
2005-11-30,10.9415
2005-10-31,10.9392
2005-09-30,10.9394
2005-08-31,11.0892
2005-07-29,11.1056
2005-06-30,11.0935
2005-05-31,11.0587
2005-04-29,11.0553
2005-03-31,11.0287
2005-02-28,10.9961
2005-01-31,10.9922
2004-12-31,10.9548
2004-11-30,10.9416
2004-10-29,10.9358
2004-09-30,10.9311
2004-08-31,10.9262
2004-07-30,10.9092
2004-06-30,10.8949
2004-05-28,10.7880
2004-04-30,10.6944
2004-03-31,10.6819
2004-02-27,10.6229
2004-01-30,10.5554
2003-12-31,10.4700
2003-11-28,10.3565
2003-10-31,10.2144
2003-09-30,9.9521
2003-08-29,9.8441
2003-07-31,9.7839
2003-06-30,9.5642
2003-05-30,9.4181
2003-04-30,8.9129
2003-03-31,8.6682
2003-02-28,8.6241
2003-01-31,8.6164
2002-12-31,8.5775
2002-11-29,8.5585
2002-10-31,8.5173
2002-09-30,8.5020
2002-08-30,8.5008
2002-07-31,8.3838
2002-06-28,8.3669
2002-05-31,8.2277
2002-04-30,8.1388
2002-03-28,8.0634
2002-02-28,8.0584
2002-01-31,8.0490
2001-12-31,8.0373
2001-11-30,7.9623
2001-10-31,7.9227
2001-09-28,7.8871
2001-08-31,7.6426
2001-07-31,7.6143
2001-06-29,7.3359
2001-05-31,7.0324
2001-04-30,6.4336
2001-03-30,5.8999
2001-02-28,5.6886
2001-01-31,5.4343
2000-12-29,5.0991
2000-11-30,4.8344
2000-10-31,4.8292
