,KAMA_monthly_10
2022-04-04,84.9888
2022-03-31,80.2927
2022-02-28,73.9145
2022-01-31,67.2787
2021-12-31,62.2654
2021-11-30,60.8574
2021-10-29,59.0519
2021-09-30,54.0871
2021-08-31,50.3867
2021-07-30,49.1914
2021-06-30,48.0790
2021-05-28,46.0807
2021-04-30,44.8857
2021-03-31,44.6440
2021-02-26,44.1771
2021-01-29,43.7619
2020-12-31,44.0716
2020-11-30,44.1891
2020-10-30,44.5429
2020-09-30,48.1630
2020-08-31,50.1422
2020-07-31,50.9083
2020-06-30,51.8709
2020-05-29,52.1679
2020-04-30,52.7080
2020-03-31,53.3905
2020-02-28,56.5380
2020-01-31,57.2233
2019-12-31,57.2864
2019-11-29,57.2634
2019-10-31,57.3384
2019-09-30,57.5496
2019-08-30,57.8087
2019-07-31,59.4766
2019-06-28,60.3855
2019-05-31,60.7448
2019-04-30,61.3514
2019-03-29,61.4709
2019-02-28,61.4758
2019-01-31,61.4763
2018-12-31,61.4968
2018-11-30,61.7216
2018-10-31,61.8042
2018-09-28,61.6727
2018-08-31,58.6848
2018-07-31,56.2792
2018-06-29,53.4426
2018-05-31,50.2444
2018-04-30,47.6203
2018-03-29,44.8618
2018-02-28,43.5023
2018-01-31,43.2284
2017-12-29,42.3437
2017-11-30,41.8298
2017-10-31,41.7448
2017-09-29,41.6887
2017-08-31,41.6474
2017-07-31,41.6750
2017-06-30,41.7186
2017-05-31,41.8217
2017-04-28,41.9450
2017-03-31,41.9579
2017-02-28,41.8034
2017-01-31,41.8068
2016-12-30,41.7686
2016-11-30,41.4385
2016-10-31,41.3979
2016-09-30,41.4358
2016-08-31,41.6025
2016-07-29,41.9561
2016-06-30,42.0866
2016-05-31,42.1576
2016-04-29,42.2412
2016-03-31,42.3044
2016-02-29,43.3139
2016-01-29,47.7988
2015-12-31,49.7645
2015-11-30,50.8180
2015-10-30,50.9618
2015-09-30,51.3476
2015-08-31,52.5881
2015-07-31,54.2331
2015-06-30,56.1558
2015-05-29,56.8239
2015-04-30,57.3192
2015-03-31,57.5377
2015-02-27,58.2553
2015-01-30,58.3876
2014-12-31,58.5455
2014-11-28,58.5970
2014-10-31,58.6748
2014-09-30,58.6860
2014-08-29,58.6313
2014-07-31,58.2599
2014-06-30,57.4235
2014-05-30,55.4232
2014-04-30,54.2088
2014-03-31,53.6376
2014-02-28,53.5105
2014-01-31,53.6154
2013-12-31,53.7933
2013-11-29,53.5425
2013-10-31,52.0881
2013-09-30,49.2203
2013-08-30,46.8583
2013-07-31,45.3640
2013-06-28,43.7369
2013-05-31,43.1866
2013-04-30,41.5756
2013-03-28,40.4726
2013-02-28,38.7559
2013-01-31,38.1640
2012-12-31,38.0534
2012-11-30,37.9974
2012-10-31,37.7375
2012-09-28,37.5944
2012-08-31,37.4820
2012-07-31,37.3512
2012-06-29,37.2284
2012-05-31,37.1488
2012-04-30,37.1466
2012-03-30,37.1325
2012-02-29,37.0457
2012-01-31,37.0220
2011-12-30,37.0364
2011-11-30,37.0031
2011-10-31,36.9872
2011-09-30,36.9778
2011-08-31,37.0390
2011-07-29,37.0821
2011-06-30,36.8769
2011-05-31,36.0560
2011-04-29,35.5910
2011-03-31,33.0707
2011-02-28,30.0650
2011-01-31,28.6031
2010-12-31,27.4057
2010-11-30,26.2994
2010-10-29,25.8542
2010-09-30,25.6019
2010-08-31,25.4734
2010-07-30,25.4475
2010-06-30,25.2420
2010-05-28,25.2478
2010-04-30,25.1652
2010-03-31,23.6542
2010-02-26,23.5060
2010-01-29,23.4416
2009-12-31,23.3859
2009-11-30,22.8675
2009-10-30,22.7668
2009-09-30,22.7542
2009-08-31,22.7678
2009-07-31,22.7824
2009-06-30,22.9898
2009-05-29,23.6651
2009-04-30,23.9585
2009-03-31,25.9106
2009-02-27,29.4010
2009-01-30,32.9160
2008-12-31,33.9991
2008-11-28,35.0580
2008-10-31,35.9101
2008-09-30,37.2184
2008-08-29,37.2510
2008-07-31,37.2405
2008-06-30,37.2241
2008-05-30,36.8910
2008-04-30,36.5770
2008-03-31,36.4683
2008-02-29,36.4713
2008-01-31,36.3023
2007-12-31,36.2373
2007-11-30,35.0596
2007-10-31,34.7287
2007-09-28,34.0779
2007-08-31,32.3987
2007-07-31,30.9313
2007-06-29,29.2079
2007-05-31,28.3241
2007-04-30,27.9670
2007-03-30,27.8792
2007-02-28,27.7801
2007-01-31,27.7706
2006-12-29,27.7273
2006-11-30,27.3490
2006-10-31,27.2874
2006-09-29,27.2842
2006-08-31,27.2854
2006-07-31,27.2762
2006-06-30,27.2578
2006-05-31,27.2444
2006-04-28,27.2330
2006-03-31,27.0896
2006-02-28,27.0271
2006-01-31,27.0115
