,KAMA_monthly_10
2022-04-04,24.3462
2022-03-31,24.3324
2022-02-28,24.3198
2022-01-31,24.6823
2021-12-31,24.8255
2021-11-30,24.8416
2021-10-29,24.8548
2021-09-30,24.8561
2021-08-31,24.9361
2021-07-30,25.0430
2021-06-30,25.2099
2021-05-28,25.1177
2021-04-30,25.1749
2021-03-31,23.4852
2021-02-26,21.3491
2021-01-29,18.6819
2020-12-31,16.0881
2020-11-30,15.1502
2020-10-30,15.0943
2020-09-30,15.0721
2020-08-31,15.0580
2020-07-31,15.0332
2020-06-30,15.0361
2020-05-29,15.0448
2020-04-30,15.2363
2020-03-31,15.3499
2020-02-28,15.4049
2020-01-31,15.4034
2019-12-31,15.2431
2019-11-29,15.0230
2019-10-31,14.8593
2019-09-30,14.7881
2019-08-30,14.7807
2019-07-31,14.7897
2019-06-28,14.7256
2019-05-31,14.6617
2019-04-30,14.6684
2019-03-29,14.4792
2019-02-28,13.7883
2019-01-31,13.1536
2018-12-31,12.5529
2018-11-30,12.4085
2018-10-31,11.8175
2018-09-28,11.3170
2018-08-31,10.8976
2018-07-31,10.5594
2018-06-29,10.2986
2018-05-31,9.9665
2018-04-30,9.7545
2018-03-29,9.6169
2018-02-28,9.6144
2018-01-31,9.6147
2017-12-29,9.5740
2017-11-30,9.5774
2017-10-31,9.5946
2017-09-29,9.6107
2017-08-31,9.6116
2017-07-31,9.6144
2017-06-30,9.6233
2017-05-31,9.6273
2017-04-28,9.6228
2017-03-31,9.6221
2017-02-28,9.6250
2017-01-31,9.6224
2016-12-30,9.6223
2016-11-30,9.6168
2016-10-31,9.6216
2016-09-30,9.6000
2016-08-31,9.4105
2016-07-29,9.3838
2016-06-30,9.2873
2016-05-31,9.2735
2016-04-29,9.2783
2016-03-31,9.2826
2016-02-29,9.2746
2016-01-29,9.4266
2015-12-31,9.6102
2015-11-30,9.8325
2015-10-30,9.9239
2015-09-30,9.9958
2015-08-31,10.3975
2015-07-31,10.4699
2015-06-30,10.4835
2015-05-29,10.4856
2015-04-30,10.4799
2015-03-31,10.4901
2015-02-27,10.5015
2015-01-30,10.5129
2014-12-31,10.5702
2014-11-28,10.5691
2014-10-31,10.5682
2014-09-30,10.5654
2014-08-29,10.5622
2014-07-31,10.5122
2014-06-30,10.4711
2014-05-30,10.1897
2014-04-30,10.1124
2014-03-31,9.8831
2014-02-28,9.7119
2014-01-31,9.7078
2013-12-31,9.6506
2013-11-29,9.4744
2013-10-31,9.2081
2013-09-30,8.9766
2013-08-30,8.8444
2013-07-31,8.7607
2013-06-28,8.7235
2013-05-31,8.7162
2013-04-30,8.7117
2013-03-28,8.6464
2013-02-28,8.6310
2013-01-31,8.6256
2012-12-31,8.6825
2012-11-30,8.8083
2012-10-31,8.8744
2012-09-28,8.9126
2012-08-31,8.9333
2012-07-31,8.9356
2012-06-29,8.9254
2012-05-31,8.8876
2012-04-30,8.8862
2012-03-30,8.8827
2012-02-29,8.8776
2012-01-31,8.8668
2011-12-30,8.8615
2011-11-30,8.8608
2011-10-31,8.8587
2011-09-30,8.8695
2011-08-31,8.9149
2011-07-29,8.9376
2011-06-30,8.9269
2011-05-31,8.8490
2011-04-29,8.7252
2011-03-31,8.4306
2011-02-28,8.3046
2011-01-31,8.2878
2010-12-31,8.2585
2010-11-30,8.2497
2010-10-29,8.2539
2010-09-30,8.2326
2010-08-31,8.2233
2010-07-30,8.2744
2010-06-30,8.3557
2010-05-28,8.5672
2010-04-30,8.6167
2010-03-31,8.6164
2010-02-26,8.6218
2010-01-29,8.6044
2009-12-31,8.4204
2009-11-30,8.0591
2009-10-30,7.8873
2009-09-30,7.6650
2009-08-31,6.7514
2009-07-31,6.0261
2009-06-30,5.9202
2009-05-29,5.8646
2009-04-30,5.7635
2009-03-31,5.8893
2009-02-27,7.1499
2009-01-30,7.9839
2008-12-31,8.5122
2008-11-28,9.1568
2008-10-31,10.2799
2008-09-30,11.8331
2008-08-29,12.8630
2008-07-31,13.2502
2008-06-30,13.4039
2008-05-30,13.4118
2008-04-30,13.4137
2008-03-31,13.5523
2008-02-29,13.9013
2008-01-31,14.0015
2007-12-31,14.0363
2007-11-30,14.0350
2007-10-31,14.0269
2007-09-28,14.0241
2007-08-31,14.0544
2007-07-31,14.1843
2007-06-29,14.1947
2007-05-31,14.1902
2007-04-30,14.0439
2007-03-30,13.9908
2007-02-28,13.9623
2007-01-31,13.9319
2006-12-29,13.9329
2006-11-30,13.8127
2006-10-31,13.1912
2006-09-29,12.6811
2006-08-31,12.4163
2006-07-31,11.5019
2006-06-30,11.0556
2006-05-31,10.7897
2006-04-28,10.5757
2006-03-31,10.5559
2006-02-28,10.4616
2006-01-31,10.4228
2005-12-30,10.4063
2005-11-30,10.4008
2005-10-31,10.3947
2005-09-30,10.3816
2005-08-31,10.3009
2005-07-29,10.2653
2005-06-30,10.1656
2005-05-31,9.9774
2005-04-29,9.9790
2005-03-31,9.6959
2005-02-28,9.1090
2005-01-31,7.8336
2004-12-31,6.9769
2004-11-30,6.2662
2004-10-29,6.0361
2004-09-30,5.9503
2004-08-31,5.9128
2004-07-30,5.8568
2004-06-30,5.7878
2004-05-28,5.6077
2004-04-30,5.4863
2004-03-31,5.4420
2004-02-27,5.4379
2004-01-30,5.3745
2003-12-31,5.0669
2003-11-28,4.7354
2003-10-31,4.4664
2003-09-30,4.1399
2003-08-29,3.9577
2003-07-31,3.8819
2003-06-30,3.8437
2003-05-30,3.8088
2003-04-30,3.3801
2003-03-31,3.3737
2003-02-28,3.4445
2003-01-31,3.6111
2002-12-31,3.8165
2002-11-29,3.8606
2002-10-31,4.2750
2002-09-30,4.9652
2002-08-30,5.6750
2002-07-31,6.0842
2002-06-28,6.6046
2002-05-31,7.3790
2002-04-30,8.2407
2002-03-28,9.1260
2002-02-28,10.1071
2002-01-31,13.4339
2001-12-31,15.4789
2001-11-30,17.6342
2001-10-31,20.8781
2001-09-28,26.9013
2001-08-31,34.0458
2001-07-31,37.3777
2001-06-29,41.3039
2001-05-31,43.1715
2001-04-30,43.5155
2001-03-30,43.6035
2001-02-28,43.7889
2001-01-31,44.0117
2000-12-29,44.4291
2000-11-30,44.7798
2000-10-31,45.1947
