,KAMA_monthly_10
2022-04-04,52.2878
2022-03-31,53.4611
2022-02-28,54.6805
2022-01-31,55.2154
2021-12-31,55.2855
2021-11-30,55.1164
2021-10-29,54.9794
2021-09-30,55.0306
2021-08-31,55.1486
2021-07-30,55.6819
2021-06-30,55.2809
2021-05-28,53.3505
2021-04-30,50.1545
2021-03-31,46.6765
2021-02-26,41.6355
2021-01-29,37.2728
2020-12-31,31.1575
2020-11-30,30.4361
2020-10-30,29.6178
2020-09-30,29.5724
2020-08-31,29.5718
2020-07-31,29.5692
2020-06-30,30.2676
2020-05-29,30.8664
2020-04-30,31.6109
2020-03-31,33.6857
2020-02-28,34.9387
2020-01-31,35.2290
2019-12-31,35.2672
2019-11-29,35.2585
2019-10-31,35.2597
2019-09-30,35.2282
2019-08-30,35.2180
2019-07-31,35.2118
2019-06-28,35.0262
2019-05-31,34.9799
2019-04-30,35.0403
2019-03-29,35.0242
2019-02-28,35.0111
2019-01-31,34.9586
2018-12-31,34.9153
2018-11-30,35.0093
2018-10-31,34.9970
2018-09-28,35.0115
2018-08-31,35.2781
2018-07-31,35.3780
2018-06-29,35.3803
2018-05-31,35.3467
2018-04-30,35.0322
2018-03-29,35.0656
2018-02-28,35.1253
2018-01-31,35.0694
2017-12-29,34.3722
2017-11-30,34.0670
2017-10-31,32.9831
2017-09-29,31.4639
2017-08-31,30.3854
2017-07-31,29.9806
2017-06-30,29.6570
2017-05-31,29.4620
2017-04-28,29.4128
2017-03-31,29.1071
2017-02-28,28.8687
2017-01-31,28.3717
2016-12-30,27.8201
2016-11-30,27.3894
2016-10-31,27.0548
2016-09-30,27.0511
2016-08-31,27.0383
2016-07-29,27.0342
2016-06-30,27.0356
2016-05-31,27.0502
2016-04-29,27.0558
2016-03-31,27.0571
2016-02-29,27.0689
2016-01-29,27.1719
2015-12-31,27.3265
2015-11-30,27.3106
2015-10-30,27.2128
2015-09-30,27.1992
2015-08-31,27.2415
2015-07-31,27.2724
2015-06-30,27.2821
2015-05-29,27.2826
2015-04-30,27.2352
2015-03-31,27.2294
2015-02-27,27.1152
2015-01-30,27.0222
2014-12-31,27.0316
2014-11-28,27.0276
2014-10-31,27.0391
2014-09-30,27.4575
2014-08-29,27.6336
2014-07-31,27.6378
2014-06-30,27.6540
2014-05-30,27.6258
2014-04-30,27.6329
2014-03-31,27.6429
2014-02-28,27.6497
2014-01-31,27.6313
2013-12-31,27.6083
2013-11-29,26.1916
2013-10-31,25.3132
2013-09-30,24.8104
2013-08-30,24.2447
2013-07-31,23.9025
2013-06-28,22.5401
2013-05-31,21.4614
2013-04-30,19.3926
2013-03-28,17.6884
2013-02-28,17.2913
2013-01-31,17.0616
2012-12-31,16.9432
2012-11-30,16.7760
2012-10-31,16.7096
2012-09-28,16.5246
2012-08-31,16.5093
2012-07-31,16.5095
2012-06-29,16.5170
2012-05-31,16.5505
2012-04-30,16.5298
2012-03-30,16.4713
2012-02-29,16.3422
2012-01-31,16.1995
2011-12-30,16.0842
2011-11-30,16.1472
2011-10-31,16.0934
