,KAMA_monthly_10
2022-04-04,20.7846
2022-03-31,20.2157
2022-02-28,20.1081
2022-01-31,20.0120
2021-12-31,20.0564
2021-11-30,20.2256
2021-10-29,20.3800
2021-09-30,20.4146
2021-08-31,20.5202
2021-07-30,20.7877
2021-06-30,20.8445
2021-05-28,20.8431
2021-04-30,18.3073
2021-03-31,16.3394
2021-02-26,14.5191
2021-01-29,12.5576
2020-12-31,11.5754
2020-11-30,11.5476
2020-10-30,11.4818
2020-09-30,12.0144
2020-08-31,13.0339
2020-07-31,13.9809
2020-06-30,14.8378
2020-05-29,15.4238
2020-04-30,16.9042
2020-03-31,20.1240
2020-02-28,21.7760
2020-01-31,22.1743
2019-12-31,22.6209
2019-11-29,22.7908
2019-10-31,22.7808
2019-09-30,22.7932
2019-08-30,22.8915
2019-07-31,23.0124
2019-06-28,23.0765
2019-05-31,23.0539
2019-04-30,23.1322
2019-03-29,23.1235
2019-02-28,23.0825
2019-01-31,23.0134
2018-12-31,22.9216
2018-11-30,22.9536
2018-10-31,22.9300
2018-09-28,22.8948
2018-08-31,22.4403
2018-07-31,22.3775
2018-06-29,22.2144
2018-05-31,22.1177
2018-04-30,21.2824
2018-03-29,20.5938
2018-02-28,20.2477
2018-01-31,19.7334
2017-12-29,18.7878
2017-11-30,18.4926
2017-10-31,18.4519
2017-09-29,17.7333
2017-08-31,17.3847
2017-07-31,17.1618
2017-06-30,17.1490
2017-05-31,17.1496
2017-04-28,17.1752
2017-03-31,17.1300
2017-02-28,17.0982
2017-01-31,17.0633
2016-12-30,16.8865
2016-11-30,16.9039
2016-10-31,16.8594
2016-09-30,16.9136
2016-08-31,16.8502
2016-07-29,16.8461
2016-06-30,16.8192
2016-05-31,17.0603
2016-04-29,17.4641
2016-03-31,17.6418
2016-02-29,17.8848
2016-01-29,19.2697
2015-12-31,22.3127
2015-11-30,25.8943
2015-10-30,27.5871
2015-09-30,29.6740
2015-08-31,31.9136
2015-07-31,33.0653
2015-06-30,34.3745
2015-05-29,34.7701
2015-04-30,34.8345
2015-03-31,34.9357
2015-02-27,35.2164
2015-01-30,35.3070
2014-12-31,35.6502
2014-11-28,35.6866
2014-10-31,35.7302
2014-09-30,35.7744
2014-08-29,35.7832
2014-07-31,35.5138
2014-06-30,35.5060
2014-05-30,33.3600
2014-04-30,32.2291
2014-03-31,30.6892
2014-02-28,30.0329
2014-01-31,30.0467
2013-12-31,30.0496
2013-11-29,29.8228
2013-10-31,29.8001
2013-09-30,29.7678
2013-08-30,29.8275
2013-07-31,29.8772
2013-06-28,30.0041
