,KAMA_monthly_10
2022-04-04,233.9795
2022-03-31,234.1295
2022-02-28,234.2405
2022-01-31,234.5427
2021-12-31,234.8117
2021-11-30,222.3373
2021-10-29,202.3428
2021-09-30,193.6706
2021-08-31,189.1809
2021-07-30,182.5524
2021-06-30,178.2048
2021-05-28,174.2480
2021-04-30,170.9370
2021-03-31,168.8451
2021-02-26,168.1198
2021-01-29,166.2985
2020-12-31,165.0962
2020-11-30,157.7834
2020-10-30,154.8446
2020-09-30,152.7254
2020-08-31,151.0099
2020-07-31,149.2343
2020-06-30,144.9134
2020-05-29,139.9567
2020-04-30,135.8761
2020-03-31,135.0832
2020-02-28,135.1232
2020-01-31,135.0856
2019-12-31,131.9013
2019-11-29,129.9982
2019-10-31,126.7299
2019-09-30,123.9338
2019-08-30,122.5810
2019-07-31,122.2346
2019-06-28,122.1003
2019-05-31,121.9767
2019-04-30,121.9676
2019-03-29,120.7303
2019-02-28,120.5277
2019-01-31,120.2121
2018-12-31,120.1184
2018-11-30,120.3897
2018-10-31,120.8037
2018-09-28,121.0306
2018-08-31,120.5326
2018-07-31,119.9216
2018-06-29,119.4077
2018-05-31,119.1049
2018-04-30,119.0953
2018-03-29,119.0211
2018-02-28,118.3683
2018-01-31,118.1717
2017-12-29,117.0737
2017-11-30,115.2256
2017-10-31,114.8907
2017-09-29,114.6136
2017-08-31,114.6464
2017-07-31,114.9084
2017-06-30,113.4050
2017-05-31,112.8861
2017-04-28,113.3508
2017-03-31,108.4169
2017-02-28,104.0813
2017-01-31,98.5450
2016-12-30,93.7704
2016-11-30,87.1367
2016-10-31,79.4705
2016-09-30,74.2700
2016-08-31,71.3352
2016-07-29,68.0594
2016-06-30,65.9839
2016-05-31,65.0354
2016-04-29,64.2615
2016-03-31,64.2236
2016-02-29,64.1335
2016-01-29,64.0572
2015-12-31,64.8281
2015-11-30,65.1190
2015-10-30,65.1047
2015-09-30,65.0622
2015-08-31,65.8528
2015-07-31,66.0895
2015-06-30,66.0577
2015-05-29,65.9457
2015-04-30,65.4872
2015-03-31,65.4477
2015-02-27,65.3473
2015-01-30,65.2534
2014-12-31,65.2214
2014-11-28,65.0275
2014-10-31,64.6690
2014-09-30,64.5977
2014-08-29,64.4956
2014-07-31,63.9576
2014-06-30,63.8994
2014-05-30,62.8494
2014-04-30,62.2111
2014-03-31,62.0418
2014-02-28,62.0282
2014-01-31,61.9092
2013-12-31,61.8739
2013-11-29,61.2318
2013-10-31,61.0989
2013-09-30,60.8286
2013-08-30,60.2374
2013-07-31,60.1906
2013-06-28,59.1493
2013-05-31,58.5728
2013-04-30,56.5186
2013-03-28,54.5086
2013-02-28,53.6668
2013-01-31,53.1886
2012-12-31,50.8598
2012-11-30,49.7277
2012-10-31,48.0402
2012-09-28,46.2979
2012-08-31,45.6325
2012-07-31,44.7940
2012-06-29,44.6322
2012-05-31,44.5561
2012-04-30,44.5045
2012-03-30,44.4828
2012-02-29,44.4308
2012-01-31,44.3955
2011-12-30,44.6092
2011-11-30,45.1591
2011-10-31,45.1785
2011-09-30,45.1984
2011-08-31,45.2454
2011-07-29,45.3759
2011-06-30,45.3312
2011-05-31,44.2173
2011-04-29,43.5654
2011-03-31,38.3127
2011-02-28,34.2425
2011-01-31,31.5489
2010-12-31,30.3402
2010-11-30,28.9149
2010-10-29,28.1592
2010-09-30,27.7334
2010-08-31,27.3350
2010-07-30,27.2812
2010-06-30,27.2654
2010-05-28,27.2896
2010-04-30,26.9824
2010-03-31,25.5963
2010-02-26,24.4084
2010-01-29,23.1497
2009-12-31,22.6879
2009-11-30,20.5603
2009-10-30,19.9177
2009-09-30,19.4052
2009-08-31,18.1046
2009-07-31,17.4615
2009-06-30,17.4339
2009-05-29,17.4647
2009-04-30,17.5732
2009-03-31,17.9699
2009-02-27,20.5031
2009-01-30,22.2572
2008-12-31,23.1081
2008-11-28,23.6950
2008-10-31,24.2158
2008-09-30,24.7639
2008-08-29,24.7967
2008-07-31,24.8059
2008-06-30,23.9909
2008-05-30,22.5354
2008-04-30,20.6675
2008-03-31,20.4258
2008-02-29,20.3920
2008-01-31,20.3447
2007-12-31,20.3282
2007-11-30,19.9802
2007-10-31,19.9544
2007-09-28,19.8846
2007-08-31,19.8614
2007-07-31,19.8185
2007-06-29,19.8350
2007-05-31,19.6747
2007-04-30,19.5704
2007-03-30,19.5740
2007-02-28,19.5737
2007-01-31,19.5553
2006-12-29,19.5296
2006-11-30,19.5212
2006-10-31,19.5102
2006-09-29,19.5156
2006-08-31,19.5320
2006-07-31,19.5736
2006-06-30,19.6031
2006-05-31,19.4697
2006-04-28,19.4785
2006-03-31,18.1156
2006-02-28,16.8239
2006-01-31,15.3833
2005-12-30,15.0591
2005-11-30,15.0423
2005-10-31,15.0168
2005-09-30,15.0115
2005-08-31,15.0070
2005-07-29,15.0101
2005-06-30,15.0179
2005-05-31,15.0233
2005-04-29,15.2458
2005-03-31,15.4506
2005-02-28,15.4527
2005-01-31,15.4219
2004-12-31,15.4225
2004-11-30,15.4015
2004-10-29,15.4010
2004-09-30,15.4099
2004-08-31,15.4315
2004-07-30,15.4959
2004-06-30,15.1267
2004-05-28,14.2196
2004-04-30,13.9027
2004-03-31,13.9043
2004-02-27,13.0999
2004-01-30,12.4804
2003-12-31,11.6845
2003-11-28,10.8868
2003-10-31,10.1349
2003-09-30,10.0790
2003-08-29,10.0766
2003-07-31,10.0777
2003-06-30,10.0829
2003-05-30,10.0911
2003-04-30,10.0947
2003-03-31,10.0966
2003-02-28,10.1214
2003-01-31,10.1740
2002-12-31,10.3445
2002-11-29,10.3553
2002-10-31,10.3517
2002-09-30,10.3530
2002-08-30,10.3584
2002-07-31,10.3731
2002-06-28,10.4019
2002-05-31,10.4099
2002-04-30,10.3877
2002-03-28,10.2912
2002-02-28,10.2028
2002-01-31,10.2002
2001-12-31,10.2012
2001-11-30,10.2023
2001-10-31,10.2647
2001-09-28,10.3073
2001-08-31,10.4263
2001-07-31,10.4372
2001-06-29,10.4746
2001-05-31,10.5051
2001-04-30,10.5224
2001-03-30,10.5281
2001-02-28,10.5411
2001-01-31,10.5430
2000-12-29,10.5172
2000-11-30,10.5796
2000-10-31,10.5892
