,KAMA_monthly_10
2022-04-04,335.5717
2022-03-31,335.2892
2022-02-28,335.2208
2022-01-31,335.5349
2021-12-31,334.2582
2021-11-30,304.2690
2021-10-29,288.3558
2021-09-30,275.8257
2021-08-31,270.2090
2021-07-30,250.2645
2021-06-30,236.6822
2021-05-28,231.5956
2021-04-30,226.9960
2021-03-31,217.9124
2021-02-26,209.8020
2021-01-29,204.8352
2020-12-31,199.5153
2020-11-30,190.1215
2020-10-30,187.1590
2020-09-30,186.8654
2020-08-31,185.7491
2020-07-31,181.0452
2020-06-30,179.0767
2020-05-29,178.3704
2020-04-30,178.1014
2020-03-31,178.0827
2020-02-28,178.4795
2020-01-31,178.4923
2019-12-31,175.9768
2019-11-29,169.5514
2019-10-31,163.8981
2019-09-30,160.5768
2019-08-30,158.9537
2019-07-31,155.1966
2019-06-28,153.7438
2019-05-31,152.9103
2019-04-30,152.1594
2019-03-29,151.1718
2019-02-28,150.4759
2019-01-31,150.3916
2018-12-31,150.4160
2018-11-30,151.0461
2018-10-31,150.9172
2018-09-28,150.9168
2018-08-31,149.3946
2018-07-31,147.5233
2018-06-29,146.9278
2018-05-31,144.5417
2018-04-30,143.7314
2018-03-29,143.7978
2018-02-28,143.6529
2018-01-31,138.1345
2017-12-29,128.8467
2017-11-30,121.7512
2017-10-31,113.2225
2017-09-29,107.2782
2017-08-31,104.5581
2017-07-31,102.1964
2017-06-30,101.3190
2017-05-31,100.4777
2017-04-28,99.1841
2017-03-31,98.3855
2017-02-28,98.2715
2017-01-31,97.5719
2016-12-30,97.5281
2016-11-30,96.4786
2016-10-31,95.5362
2016-09-30,94.8512
2016-08-31,93.5504
2016-07-29,93.0861
2016-06-30,92.2871
2016-05-31,91.0936
2016-04-29,89.7771
2016-03-31,88.7684
2016-02-29,87.3182
2016-01-29,87.1984
2015-12-31,86.4445
2015-11-30,85.5654
2015-10-30,83.1687
2015-09-30,81.6671
2015-08-31,81.2443
2015-07-31,81.0156
2015-06-30,77.6436
2015-05-29,75.4915
2015-04-30,72.8679
2015-03-31,71.3140
2015-02-27,69.7062
