,KAMA_monthly_10
2015-08-03,12.6391
2015-07-31,12.8018
2015-06-30,12.8766
2015-05-29,12.8824
2015-04-30,12.8837
2015-03-31,12.8851
2015-02-27,12.8738
2015-01-30,12.8578
2014-12-31,12.8822
2014-11-28,12.8782
2014-10-31,12.8761
2014-09-30,12.8703
2014-08-29,12.8712
2014-07-31,12.9138
2014-06-30,12.9795
2014-05-30,12.9832
2014-04-30,13.1338
2014-03-31,13.1477
2014-02-28,13.1408
2014-01-31,13.1364
2013-12-31,13.1356
2013-11-29,13.1387
2013-10-31,13.1933
2013-09-30,13.1942
2013-08-30,13.0964
2013-07-31,13.1177
2013-06-28,13.0509
2013-05-31,12.9676
2013-04-30,12.9190
2013-03-28,12.8983
2013-02-28,12.8765
2013-01-31,12.8482
2012-12-31,12.8411
2012-11-30,12.8367
2012-10-31,12.8419
2012-09-28,12.8695
2012-08-31,12.8775
2012-07-31,12.8950
2012-06-29,12.9101
2012-05-31,12.9480
2012-04-30,13.0457
2012-03-30,13.0932
2012-02-29,12.9946
2012-01-31,12.9900
2011-12-30,13.0342
2011-11-30,14.0636
2011-10-31,14.2006
2011-09-30,14.2327
2011-08-31,14.2813
2011-07-29,14.3011
2011-06-30,14.3087
2011-05-31,14.1781
2011-04-29,13.6428
2011-03-31,12.8122
2011-02-28,12.1829
2011-01-31,10.5042
2010-12-31,10.1930
2010-11-30,10.0220
2010-10-29,9.9426
2010-09-30,9.9303
2010-08-31,9.7527
2010-07-30,9.7811
2010-06-30,9.7232
2010-05-28,9.7183
2010-04-30,9.4906
2010-03-31,8.5480
2010-02-26,7.5018
2010-01-29,6.7472
2009-12-31,6.5430
2009-11-30,6.1045
2009-10-30,5.9478
2009-09-30,5.9692
2009-08-31,5.6030
2009-07-31,5.5686
2009-06-30,5.5549
2009-05-29,5.5405
2009-04-30,5.5587
2009-03-31,5.7338
2009-02-27,6.6723
2009-01-30,8.6883
2008-12-31,10.3846
2008-11-28,12.4302
2008-10-31,13.9082
2008-09-30,15.2179
2008-08-29,15.8825
2008-07-31,16.4592
2008-06-30,16.8593
2008-05-30,17.1387
2008-04-30,17.2740
2008-03-31,17.3134
2008-02-29,17.3402
2008-01-31,17.5475
2007-12-31,18.3262
2007-11-30,18.6456
2007-10-31,19.1503
2007-09-28,19.2339
2007-08-31,19.4981
2007-07-31,19.5195
2007-06-29,19.6729
2007-05-31,19.9978
2007-04-30,20.2672
2007-03-30,20.4045
2007-02-28,20.9951
2007-01-31,21.7038
2006-12-29,22.4601
2006-11-30,22.6860
2006-10-31,22.8228
2006-09-29,22.9790
2006-08-31,23.0538
2006-07-31,23.0901
2006-06-30,23.1235
2006-05-31,23.2176
2006-04-28,23.1418
2006-03-31,22.4792
2006-02-28,18.4740
2006-01-31,16.9672
2005-12-30,15.3557
2005-11-30,15.2099
2005-10-31,15.0128
2005-09-30,14.8184
2005-08-31,14.5356
2005-07-29,15.5358
2005-06-30,17.8825
2005-05-31,19.7671
2005-04-29,22.5521
2005-03-31,27.3460
2005-02-28,29.9948
2005-01-31,31.2267
2004-12-31,33.2685
2004-11-30,34.2660
2004-10-29,35.5690
2004-09-30,35.7098
2004-08-31,35.7557
2004-07-30,35.8954
2004-06-30,35.9524
2004-05-28,36.0178
2004-04-30,36.1277
2004-03-31,36.3057
2004-02-27,36.3483
2004-01-30,36.1126
2003-12-31,35.2504
2003-11-28,35.6191
2003-10-31,36.0853
2003-09-30,36.8282
2003-08-29,36.9026
2003-07-31,37.3739
2003-06-30,37.9675
2003-05-30,38.2511
2003-04-30,38.6811
2003-03-31,38.9517
2003-02-28,39.3170
2003-01-31,40.1858
2002-12-31,42.6558
2002-11-29,44.1842
2002-10-31,45.9380
2002-09-30,54.0442
2002-08-30,69.0577
2002-07-31,74.9926
2002-06-28,78.1917
2002-05-31,82.0839
2002-04-30,87.0272
2002-03-28,93.9181
2002-02-28,101.9915
2002-01-31,120.7527
2001-12-31,129.3076
2001-11-30,141.4085
2001-10-31,164.8615
2001-09-28,179.6856
2001-08-31,206.0261
2001-07-31,252.0468
2001-06-29,312.0860
2001-05-31,395.9741
2001-04-30,475.3492
2001-03-30,565.5586
2001-02-28,609.2590
2001-01-31,655.1052
2000-12-29,676.4547
2000-11-30,738.0616
2000-10-31,757.0417
