,KAMA_monthly_10
2019-08-05,23.9151
2019-07-31,21.6480
2019-06-28,21.0321
2019-05-31,20.9679
2019-04-30,20.8993
2019-03-29,20.7176
2019-02-28,20.3910
2019-01-31,20.1213
2018-12-31,19.7989
2018-11-30,19.8306
2018-10-31,19.8393
2018-09-28,19.8568
2018-08-31,19.0117
2018-07-31,17.8332
2018-06-29,17.2364
2018-05-31,17.0699
2018-04-30,17.0550
2018-03-29,17.0496
2018-02-28,17.0758
2018-01-31,17.0819
2017-12-29,17.0353
2017-11-30,17.0404
2017-10-31,17.0566
2017-09-29,16.9141
2017-08-31,16.7267
2017-07-31,16.2960
2017-06-30,15.4718
2017-05-31,14.9624
2017-04-28,14.5208
2017-03-31,14.3042
2017-02-28,14.2207
2017-01-31,13.9572
2016-12-30,13.8998
2016-11-30,13.8916
2016-10-31,13.8793
2016-09-30,13.8763
