,SMA_monthly_10
2022-04-04,15.2060
2022-03-31,13.5000
2022-02-28,11.7100
2022-01-31,10.3460
2021-12-31,9.5720
2021-11-30,8.9950
2021-10-29,8.3820
2021-09-30,7.4340
2021-08-31,6.0900
2021-07-30,4.6210
2021-06-30,3.6800
2021-05-28,3.1480
2021-04-30,2.7970
2021-03-31,2.7150
2021-02-26,2.7240
2021-01-29,2.6330
2020-12-31,2.5400
2020-11-30,2.8830
2020-10-30,3.4240
2020-09-30,4.2070
2020-08-31,4.9450
2020-07-31,5.7370
2020-06-30,6.8801
2020-05-29,8.4139
2020-04-30,10.1653
2020-03-31,12.1909
2020-02-28,14.2086
2020-01-31,16.4325
2019-12-31,18.5216
2019-11-29,20.4397
2019-10-31,22.7332
2019-09-30,24.4647
2019-08-30,25.8545
2019-07-31,27.2713
2019-06-28,28.4489
2019-05-31,29.8443
2019-04-30,31.3927
2019-03-29,32.7121
2019-02-28,33.8740
2019-01-31,34.3789
2018-12-31,34.4208
2018-11-30,35.3206
2018-10-31,36.1228
2018-09-28,36.4375
2018-08-31,36.1998
2018-07-31,35.2277
2018-06-29,33.9898
2018-05-31,32.4797
2018-04-30,31.0835
2018-03-29,29.9552
2018-02-28,28.8440
