,WMA_monthly_10
2022-04-04,355.3054
2022-03-31,363.1276
2022-02-28,371.2597
2022-01-31,377.7781
2021-12-31,381.2974
2021-11-30,378.5416
2021-10-29,374.3994
2021-09-30,361.6938
2021-08-31,352.6155
2021-07-30,333.0658
2021-06-30,317.6288
2021-05-28,298.1898
2021-04-30,276.9151
2021-03-31,257.3233
2021-02-26,239.1760
2021-01-29,220.1103
2020-12-31,207.5065
2020-11-30,195.0468
2020-10-30,188.7405
2020-09-30,190.4205
2020-08-31,190.2807
2020-07-31,189.5119
2020-06-30,190.2732
2020-05-29,191.1402
2020-04-30,192.5279
2020-03-31,196.7203
2020-02-28,206.3735
2020-01-31,207.9786
2019-12-31,202.5405
2019-11-29,197.8272
2019-10-31,194.1281
2019-09-30,191.1779
2019-08-30,188.9552
2019-07-31,187.6028
2019-06-28,183.7074
2019-05-31,182.9917
2019-04-30,186.9424
2019-03-29,187.2436
2019-02-28,190.4558
2019-01-31,193.5145
2018-12-31,197.3542
2018-11-30,208.0358
2018-10-31,215.9500
2018-09-28,218.5838
2018-08-31,221.7645
2018-07-31,222.6758
2018-06-29,223.7426
2018-05-31,227.6711
2018-04-30,230.6463
2018-03-29,231.3505
2018-02-28,229.0649
2018-01-31,224.2131
2017-12-29,217.9778
2017-11-30,213.7898
2017-10-31,210.4403
2017-09-29,207.9932
2017-08-31,206.0965
2017-07-31,205.6498
2017-06-30,203.9743
2017-05-31,201.9712
2017-04-28,200.8324
2017-03-31,196.4614
2017-02-28,189.9172
2017-01-31,178.8996
2016-12-30,169.8656
2016-11-30,157.6397
2016-10-31,147.7544
2016-09-30,144.7507
2016-08-31,144.9835
2016-07-29,144.1144
2016-06-30,145.3152
2016-05-31,148.8189
2016-04-29,151.2293
2016-03-31,153.6814
2016-02-29,158.0687
2016-01-29,164.3977
2015-12-31,169.2718
2015-11-30,171.2276
2015-10-30,171.2640
2015-09-30,171.8878
2015-08-31,174.9522
2015-07-31,175.5889
2015-06-30,173.2892
2015-05-29,169.8795
2015-04-30,166.3166
2015-03-31,163.9413
2015-02-27,162.4511
2015-01-30,160.1507
2014-12-31,160.5788
2014-11-28,157.0944
2014-10-31,154.0570
2014-09-30,150.6303
2014-08-29,147.9720
2014-07-31,145.7027
2014-06-30,144.2599
2014-05-30,143.4162
2014-04-30,143.8251
2014-03-31,144.1591
2014-02-28,143.7973
2014-01-31,142.6664
2013-12-31,141.7029
2013-11-29,138.1933
2013-10-31,135.6399
2013-09-30,133.9061
2013-08-30,131.9339
2013-07-31,130.4265
2013-06-28,126.3069
2013-05-31,123.4674
2013-04-30,117.9305
2013-03-28,114.1832
2013-02-28,109.4391
2013-01-31,103.7103
2012-12-31,97.9649
2012-11-30,95.1829
2012-10-31,93.8052
2012-09-28,91.2707
2012-08-31,89.7997
2012-07-31,89.6039
2012-06-29,90.1135
2012-05-31,91.7019
2012-04-30,93.8950
2012-03-30,93.4062
2012-02-29,91.7227
2012-01-31,91.9929
2011-12-30,93.5859
2011-11-30,99.5311
2011-10-31,105.6547
2011-09-30,110.6139
2011-08-31,118.8052
2011-07-29,124.3330
2011-06-30,127.1752
2011-05-31,130.3498
2011-04-29,132.4870
2011-03-31,132.7927
2011-02-28,131.7046
2011-01-31,129.5207
2010-12-31,127.5027
2010-11-30,124.5954
2010-10-29,123.3861
2010-09-30,121.5699
2010-08-31,122.6339
2010-07-30,125.3431
2010-06-30,126.4883
2010-05-28,131.1013
2010-04-30,134.0107
2010-03-31,136.8501
2010-02-26,135.4323
2010-01-29,135.7369
2009-12-31,136.5909
2009-11-30,133.2231
2009-10-30,128.3738
2009-09-30,122.1947
2009-08-31,112.2790
2009-07-31,104.0963
2009-06-30,95.7393
2009-05-29,89.9882
2009-04-30,85.2312
2009-03-31,83.6080
2009-02-27,86.3844
2009-01-30,92.8754
2008-12-31,102.2310
2008-11-28,112.2945
2008-10-31,124.9412
2008-09-30,137.3725
2008-08-29,146.0174
2008-07-31,150.5416
2008-06-30,152.5448
2008-05-30,155.9609
2008-04-30,159.3154
2008-03-31,160.8040
2008-02-29,167.1443
2008-01-31,173.5653
2007-12-31,175.6385
2007-11-30,175.2624
2007-10-31,172.9430
2007-09-28,166.7397
2007-08-31,164.8575
2007-07-31,169.1777
2007-06-29,171.3771
2007-05-31,168.4254
2007-04-30,162.2382
2007-03-30,156.8286
2007-02-28,152.4002
2007-01-31,148.0656
2006-12-29,141.3683
2006-11-30,135.7382
2006-10-31,129.9765
2006-09-29,124.0230
2006-08-31,120.5449
2006-07-31,119.7364
2006-06-30,117.8547
2006-05-31,115.7834
2006-04-28,112.9908
2006-03-31,107.9677
2006-02-28,102.6033
2006-01-31,99.0124
2005-12-30,94.9572
2005-11-30,92.6272
2005-10-31,89.7971
2005-09-30,87.0050
2005-08-31,84.6926
2005-07-29,83.6956
2005-06-30,83.0163
2005-05-31,82.9754
2005-04-29,83.4454
2005-03-31,82.3710
2005-02-28,80.6274
2005-01-31,78.8706
2004-12-31,77.1849
2004-11-30,76.1009
2004-10-29,74.8263
2004-09-30,74.4627
2004-08-31,74.9069
2004-07-30,75.9183
2004-06-30,77.0653
2004-05-28,77.3003
2004-04-30,77.4642
2004-03-31,77.0210
2004-02-27,75.1875
2004-01-30,72.6983
2003-12-31,70.6539
2003-11-28,68.3369
2003-10-31,65.9916
2003-09-30,63.5805
2003-08-29,62.5532
2003-07-31,60.6254
2003-06-30,58.5820
2003-05-30,56.9586
2003-04-30,55.5310
2003-03-31,54.8554
2003-02-28,55.4041
2003-01-31,55.8844
2002-12-31,56.8612
2002-11-29,58.0304
2002-10-31,57.7838
2002-09-30,58.8567
2002-08-30,61.0518
2002-07-31,61.6613
2002-06-28,62.8252
2002-05-31,64.0687
2002-04-30,65.1233
2002-03-28,65.8051
2002-02-28,64.9474
2002-01-31,65.5380
2001-12-31,65.2452
2001-11-30,64.1382
2001-10-31,63.9004
2001-09-28,65.5829
2001-08-31,68.3846
2001-07-31,70.2293
2001-06-29,72.0708
2001-05-31,74.1649
2001-04-30,75.0006
2001-03-30,76.4423
2001-02-28,78.5749
2001-01-31,79.7930
2000-12-29,77.7977
2000-11-30,76.5791
2000-10-31,78.9529
2000-09-29,78.7689
